nomem_encr;nohouse_encr;wave;geslacht;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
811437;525973;202201;2;1;1985;36;4;36;2;1;0;5;4;1;1;1;3100;3100;2600;2600;2600;7;6;3700;3000;5;5;5;1;8;202;0
811444;547113;202201;2;5;1993;28;3;64;5;3;1;5;3;1;4;1;-13;3391,22694966811;2250;-13;2250;13;5;20559,1634117493;12750;5;5;5;1;8;202;0
811467;591834;202201;1;5;2018;3;1;36;4;3;0;5;4;2;2;14;-13;0;0;0;0;13;0;2512,09624408387;1750;7;7;1;1;9; ;0
811477;545437;202201;1;1;1950;71;7;71;2;0;1;1;2;1;1;9;-13;1836,79390254783;1500;1500;1500;13;3;6536,79390254783;4300;5;5;5;0;3; ;0
811482;555148;202201;1;3;1983;39;4;29;6;0;1;5;2;2;5;1;-13;2536,36320561483;1750;-13;1750;13;4;13309,9982868995;9500;2;2;2;0;2; ;0
811505;563934;202201;2;1;1946;75;7;75;1;0;0;4;1;1;2;9;-13;1699,84732576389;1400;1400;1400;13;3;1699,84732576389;1400;2;2;2;1;7;0;0
811518;553192;202201;2;5;1999;22;2;51;7;5;1;5;3;1;5;7;-13;286,992040080165;250;-13;250;13;1;5800,35197090071;4250;4;2;2;1;9;0;0
811520;577362;202201;2;2;1971;50;5;56;4;2;1;1;3;1;4;1;2000;2000;1500;1500;1500;4;3;6573,5397064942;5079;2;2;2;1;8;0;0
811523;571020;202201;2;1;1991;30;3;30;1;0;0;5;1;2;1;1;2404;2404;1870;1870;1870;5;4;2404;1870;5;5;5;1;99;0;0
811528;500669;202201;1;1;1987;34;3;34;4;2;1;5;3;1;2;1;2900;2900;2600;2600;2600;6;6;5600;4700;4;4;4;0;9; ;0
811535;552914;202201;1;1;1987;34;3;34;1;0;0;5;1;1;1;1;6000;6000;4500;4500;4500;11;9;6000;4500;6;6;6;1;2;0;0
811543;550717;202201;1;2;1987;34;3;29;2;0;1;1;2;4;2;3;-13;3305,28498182129;2250;-13;2250;13;5;6105,28498182129;4650;5;4;4;1;99;0;0
811557;503640;202201;1;1;1951;70;7;70;2;0;1;1;2;1;5;9;6750;6750;4510;4510;4510;11;10;8650;5810;6;6;6;1;2;0;0
811578;578836;202201;2;1;1954;67;7;67;2;0;1;4;2;1;2;9;-13;3012,34403358726;2320;2320;2320;13;5;5693,8736690269;4445;2;2;2;1;7;201;0
811584;594091;202201;1;5;2009;12;1;35;6;4;1;5;3;2;5;7;-13;0;0;0;0;13;0;2536,36320561483;1750;1;8;1;1;7; ;0
811587;507806;202201;2;2;1941;80;7;83;2;0;1;1;2;1;2;8;838;838;838;838;838;2;2;3388;2988;2;2;2;1;3;0;0
811593;598361;202201;2;2;1952;69;7;63;2;0;1;1;2;1;2;9;-13;3155,37650262726;2450;2450;2450;13;5;5101,00390664035;3850;6;6;6;1;2;101;0
811608;509365;202201;1;1;1958;63;6;63;2;0;1;1;2;1;3;4;3000;3000;2135;2135;2135;6;5;5907,35091428382;4105;4;4;4;1;2;0;0
811611;585714;202201;2;2;1960;61;6;68;4;2;1;1;3;1;3;1;-13;3391,22694966811;2250;-13;2250;13;5;8287,84158915621;6000;5;5;5;1;2;0;0
811621;540838;202201;2;2;1969;52;5;50;3;1;1;1;3;1;1;1;-13;4194,11138362225;2700;2700;2700;13;6;7729,36144779326;5000;6;6;6;1;2;0;0
811657;558325;202201;1;1;1960;61;6;61;4;2;1;1;3;1;2;1;3497;3497;2390;2390;2390;7;5; ; ;4;4;4;1;7;0;0
811676;507058;202201;2;5;2001;20;2;51;6;4;1;5;3;1;5;7;1000;1000;800;800;800;2;2;8650;6090;5;3;3;1;2; ;0
811691;511734;202201;2;5;2006;15;2;52;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;5700;4200;3;1;1;1;2; ;0
811724;568261;202201;2;2;1975;46;5;56;4;2;1;1;3;1;3;8;-13;1307,90950879188;1000;1000;1000;13;2;6007,90950879188;4500;4;4;4;1;8;102;0
811737;587408;202201;2;1;1971;51;5;51;2;0;1;3;2;2;3;1;-13;2325,41727638461;1600;1600;1600;13;4;4396,96996577617;3100;2;2;2;1;8;0;0
811746;548208;202201;1;5;2002;19;2;61;4;2;1;5;3;1;1;7;-13;0;0;0;0;13;0;2884;2000;3;3;3;0;2;202;0
811749;501892;202201;1;2;1986;35;4;33;2;0;1;1;2;1;2;1;4000;4000;2650;2650;2650;8;6;8400;5500;5;5;5;1;99;0;0
811752;569049;202201;1;5;2011;10;1;41;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;6528,6767873509;4323;1;8;1;1;2; ;0
811770;502511;202201;1;5;2009;12;1;45;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;6865;5511;3;8;1;1;2; ;0
811776;596157;202201;1;1;1942;79;7;79;2;0;1;1;2;1;2;9;3936;3936;3155;3155;3155;8;7;4684;3845;3;3;3;1;6;202;0
811777;538078;202201;1;5;1997;24;2;56;4;2;1;5;3;1;4;1;2100;2100;1790;1790;1790;5;4;19116;9806;5;5;5;1;9;0;0
811795;595037;202201;2;1;1968;53;5;53;5;3;1;3;3;1;2;1;2450;2450;2000;2000;2000;5;4;5850;4900;5;5;5;1;8;0;0
811800;568061;202201;2;2;1959;62;6;65;4;2;1;1;3;1;5;2;-13; ;-14;-13; ;13;14; ; ;5;2;2;0;9; ;0
811807;566717;202201;1;1;1951;70;7;70;2;0;1;1;2;1;2;9;-13;2908,64475545139;2250;-13;2250;13;5;4958,64475545139;3595;5;5;5;1;2;0;0
811843;560131;202201;2;3;1990;31;3;38;6;4;1;2;3;2;5;4;-13;0;0;0;0;13;0;1721;1750;4;4;4;0;7;0;0
811871;501550;202201;2;1;1985;36;4;36;4;2;1;1;3;1;3;1;-13;3535,25006417101;2300;2300;2300;13;5;6926,47701383912;4550;5;5;5;1;7;0;0
811877;500036;202201;2;1;1953;68;7;68;1;0;0;3;1;2;3;9;1850;1850;1520;1520;1520;4;4;1850;1520;2;2;2;1;2;0;1
811890;575066;202201;2;2;1993;28;3;33;2;0;1;1;2;2;2;1;2400;2400;1900;1900;1900;5;4;5400;4450;5;5;5;1;9;202;0
811892;568978;202201;2;5;2014;7;1;37;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;3714,68777808178;2400;9;9; ;1;8; ;0
811895;595441;202201;1;1;1987;34;3;34;2;0;1;5;2;1;5;1;3500;3500;2700;2700;2700;7;6;8000;5700;5;3;3;1;99;0;0
811907;508236;202201;2;5;2001;20;2;54;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;2677,4142108627;2000;1;8;1;0;2; ;0
811920;521890;202201;2;2;1963;58;6;68;4;2;1;1;3;1;5;8;-13;269,957528017391;236;236;236;13;1;10079,2168350429;7386;2;2;2;1;1;0;0
811923;506103;202201;2;5;2006;16;2;48;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;4900;4100;9;9; ;1;99;0;0
811925;590692;202201;2;5;2015;6;1;38;3;2;0;5;4;1;3;7;0;0;0;0;0;0;0;4170;2751;1;8;1;1;9; ;0
811935;595154;202201;1;5;2007;14;1;42;3;2;0;5;4;1;5;7;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;99; ;0
811939;595462;202201;2;3;1998;23;2;26;2;0;1;5;2;1;2;1;2761;2761;2250;-13;2250;6;5;5461;4650;5;5;5;1;99;0;0
811955;537140;202201;2;3;1968;53;5;52;4;2;1;1;3;1;5;13;-13;0;0;0;0;13;0;9894,12422588478;7000;4;4;4;0;9; ;0
811974;525715;202201;1;5;1998;23;2;57;5;3;1;5;3;1;3;10;700;700;750;-13;750;2;2;9250;7900;3;1;1;1;9;202;0
811984;546994;202201;1;1;1992;29;3;29;1;0;0;5;1;2;1;1;2550;2550;2000;2000;2000;6;4;2550;2000;5;5;5;1;99;0;0
812002;568667;202201;2;2;1949;73;7;74;2;0;1;1;2;1;5;9;-13;1054,98966951559;925;925;925;13;2;3256,18951977614;2686;2;2;2;1;2;0;0
812008;503701;202201;2;2;1970;51;5;52;3;1;1;1;3;1;5;8;-13;0;0;0;0;13;0; ; ;2;2;2;1;7;0;0
812011;506338;202201;2;2;1993;28;3;34;2;0;1;1;2;1;2;1;3740;3740;2800;2800;2800;8;6;10740;7040;5;5;5;0;99;0;0
812017;543237;202201;2;2;1954;67;7;68;2;0;1;1;2;2;3;9;-13;1149,87873096375;1000;1000;1000;13;2;2986,67263351158;2500;2;2;2;1;2;0;1
812026;512081;202201;1;1;1946;75;7;75;3;1;1;1;3;1;4;9;-13; ;-14;-13; ;13;14; ; ;5;5;5;1;2;0;0
812029;541904;202201;2;1;1949;72;7;72;1;0;0;3;1;2;2;9;-13;2341,92193477911;1860;1860;1860;13;4;2341,92193477911;1860;4;4;4;1;9;101;0
812045;519738;202201;1;1;1949;72;7;72;2;0;1;1;2;1;2;9;3000;3000;2000;2000;2000;6;4;4000;2600;5;5;5;1;7;0;0
812063;539001;202201;1;1;1966;55;6;55;2;0;1;5;2;1;4;1;8800;8800;4600;4600;4600;12;10;17700;9700;6;6;6;1;2;0;0
812090;579803;202201;1;2;1986;35;4;30;3;1;1;1;3;1;3;1;4500;4500;3000;3000;3000;9;6;6000;4200;4;4;4;1;99;201;0
812094;532341;202201;2;1;1993;29;3;29;1;0;0;5;1;2;3;3;3500;3500;2100;2100;2100;7;5;3500;2100;5;5;5;1;99;0;0
812099;536604;202201;1;1;1971;50;5;50;4;2;1;1;3;1;4;1;5700;5700;3500;3500;3500;11;7;7200;4600;4;4;4;1;9;0;0
812100;575070;202201;1;5;1994;27;3;58;4;2;1;1;3;1;5;7;-13; ;-13;-13; ;13;13; ; ;5;4;4;0;2; ;0
812101;541461;202201;2;1;1986;35;4;35;1;0;0;5;1;1;1;3;2700;2700;2000;2000;2000;6;4;2700;2000;5;5;5;1;9;201;0
812108;524553;202201;1;5;2021;0;1;40;4;2;1;5;3;1;4;14;0;0;0;0;0;0;0;3874,45786541881;2728;9;9; ;1;9; ;0
812130;543368;202201;2;1;1996;25;3;25;1;0;0;5;1;2;1;10;1076;1076;1022;1022;1022;3;3;1076;1022;4;1;1;1;99;0;0
812148;521540;202201;2;5;2010;12;1;42;6;4;1;5;3;1;4;7;0;0;0;0;0;0;0;5900;4000;1;8;1;1;9; ;0
812158;549707;202201;1;1;1947;74;7;74;2;0;1;1;2;1;1;9;-13;1272,51959801806;1080;1080;1080;13;3;2211,37822378278;1912;2;2;2;0;2; ;0
812167;514190;202201;2;1;1962;59;6;59;1;0;0;5;1;1;5;1;2763;2763;2100;2100;2100;6;5;2763;2100;5;5;5;1;3;0;0
812170;529998;202201;1;1;1990;31;3;31;2;0;1;5;2;1;1;1;3750;3750;2700;2700;2700;8;6;6450;4600;6;6;6;1;8;0;0
812173;543978;202201;2;3;1965;56;6;60;2;0;1;3;2;1;2;1;1000;1000;800;800;800;2;2;4000;3000;6;3;3;1;2;0;0
812179;588470;202201;2;2;1967;54;5;54;2;0;1;1;2;1;3;3;1000;1000;750;750;750;2;2;3325,41727638461;2350;5;5;5;1;6;0;0
812182;557040;202201;2;2;1983;38;4;43;4;2;1;1;3;1;5;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;3;0;0
812183;570724;202201;1;5;2017;4;1;44;3;1;1;5;3;1;5;14;0;0;0;0;0;0;0;5800;4345;9;9; ;1;7; ;0
812185;590267;202201;1;1;1969;52;5;52;4;2;1;1;3;1;2;1;-13;6273,60792549124;3750;-13;3750;13;8; ; ;5;5;5;0;6; ;0
812188;582397;202201;1;1;1954;67;7;67;2;0;1;1;2;2;5;9;-13;1564,47132133266;1300;1300;1300;13;3;2525,67048196979;2150;2;2;2;1;7;0;0
812210;533471;202201;1;5;1993;28;3;60;5;3;1;5;3;1;5;1;-13;0;0;0;0;13;0; ; ;5;5;5;0;2;0;0
812228;540335;202201;1;1;1974;47;5;47;4;2;1;1;3;1;5;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;2;0;0
812237;535987;202201;1;5;1996;26;3;51;3;2;0;5;4;1;3;1;-13;2288,37987804405;1600;1600;1600;13;4;6015,18474555587;4350;3;3;3;0;99; ;0
812243;585855;202201;2;3;1953;68;7;71;3;1;1;3;3;2;2;9;1350;1350;1218;1218;1218;3;3;4583,04341756936;3778;2;2;2;1;2;0;0
812261;539859;202201;1;1;1930;91;7;91;2;0;1;1;2;1;1;9;4032;4032;3080;3080;3080;9;7;4554;3602;6;6;6;1;3;0;0
812265;581005;202201;1;1;1984;37;4;37;4;2;1;1;3;1;2;1;8500;8500;4600;4600;4600;12;10;8500;4600;5;5;5;0;8; ;0
812283;581008;202201;2;2;1954;67;7;68;2;0;1;1;2;1;2;9;1663;1663;1417;1417;1417;4;3;3453;2931;2;2;2;0;6; ;0
812287;597699;202201;2;2;1975;47;5;44;4;2;1;1;3;1;4;1;1700;1700;1200;1200;1200;4;3;9800,08571300773;5950;4;4;4;1;9;0;0
812301;531268;202201;2;1;1963;58;6;58;1;0;0;3;1;2;3;1;2850;2850;2060;2060;2060;6;5;2850;2060;5;5;5;1;7;0;0
812310;553799;202201;2;2;1957;64;6;74;3;1;1;1;3;2;2;8;-13; ;-13;-13; ;13;13; ; ;3;3;3;0;2; ;0
812313;577139;202201;2;5;1982;39;4;74;6;4;1;1;3;2;2;11;-13;1307,90950879188;1000;1000;1000;13;2;10259,9951707066;7624;4;4;4;1;2;202;0
812362;518530;202201;1;1;1992;29;3;29;4;2;1;5;3;1;1;1;3122;3122;2300;2300;2300;7;5;5422;4300;5;5;5;1;99;0;0
812374;583981;202201;2;1;1960;61;6;61;2;0;1;1;2;1;2;1;4540;4540;3225;3225;3225;10;7;7340;5040;5;5;5;1;2;0;0
812375;527578;202201;2;1;1994;27;3;27;1;0;0;5;1;2;1;10;2200;2200;1500;1500;1500;5;3;2200;1500;5;5;5;1;9;0;0
812380;598138;202201;1;1;1973;48;5;48;3;1;1;1;3;2;3;1;-13;1754,75318166547;1250;-13;1250;13;3;4147,71388388177;3045;2;2;2;0;6;0;0
812399;582815;202201;2;2;1969;52;5;57;4;2;1;1;3;1;5;1;-13;2125,41591619464;1500;1500;1500;13;3;7496,68472092922;5150;4;4;4;1;8;0;0
812404;549398;202201;2;2;1984;37;4;40;4;2;1;1;3;1;4;1;1800;1800;1500;1500;1500;4;3;4500;3600;4;4;4;1;8;0;0
812408;528750;202201;2;2;1986;35;4;35;4;2;1;1;3;1;2;1;3850;3850;2720;2720;2720;8;6;7900;5580;6;6;6;0;2;0;0
812414;568356;202201;2;1;1939;82;7;82;1;0;0;3;1;2;2;9;-13;2185,64654402031;1750;-13;1750;13;4;2185,64654402031;1750;6;6;6;1;7;0;0
812435;572305;202201;2;5;2014;7;1;43;3;1;1;5;3;1;3;7;0;0;0;0;0;0;0;6250;4900;9;9; ;1;6; ;0
812446;566560;202201;1;2;1983;38;4;34;4;2;1;1;3;1;5;1;3200;3200;2600;2600;2600;7;6;6000;4750;4;4;4;0;9;0;0
812463;519372;202201;1;1;1952;69;7;69;2;0;1;1;2;1;2;9;4725;4725;3250;3250;3250;10;7;6164;4300;5;5;5;1;2;0;0
812469;502615;202201;1;1;1955;66;7;66;2;0;1;1;2;1;2;1;1345;1345;1005;1005;1005;3;3;2388,67582408527;1921;5;5;5;1;3;0;0
812477;521540;202201;1;1;1979;42;4;42;6;4;1;1;3;1;4;1;4800;4800;3200;3200;3200;10;7;5900;4000;5;5;5;1;9;0;0
812478;514520;202201;2;5;1996;25;3;64;5;3;1;5;3;1;5;1;-13;0;0;0;0;13;0;1569,46908364769;1250;5;3;3;1;1; ;0
812490;505416;202201;2;5;2016;5;1;42;3;1;1;5;3;1;1;7;0;0;0;0;0;0;0;6600;4900;9;9; ;1;7; ;0
812503;521899;202201;2;3;1995;26;3;28;2;0;1;5;2;1;4;1;3132;3132;2600;2600;2600;7;6;5832;4600;5;5;5;1;99;0;0
812506;500149;202201;1;1;1961;60;6;60;3;1;1;1;3;1;5;3;-13; ;-14;-13; ;13;14; ; ;6;6;6;0;2;0;0
812518;522213;202201;1;1;1962;59;6;59;2;0;1;1;2;2;2;3;-13;963,353122324604;750;-13;750;13;2;1911,36272170539;1500;1;1;1;1;2;0;0
812527;560778;202201;2;3;1986;35;4;37;2;0;1;5;2;1;1;1;-13;3391,22694966811;2250;-13;2250;13;5;5903,32319375198;4000;5;4;4;1;8;201;0
812536;535867;202201;1;5;1999;22;2;57;4;2;1;5;3;1;4;7;0;0;-13;-13;0;0;13;6178,09402447603;4100;5;3;3;1;2; ;0
812542;586178;202201;2;3;1987;34;3;34;2;0;1;5;2;1;1;1;4000;4000;2740;2740;2740;8;6;9000;5980;6;6;6;1;99;0;0
812551;543518;202201;1;2;1980;41;4;38;5;0;1;1;2;2;4;8;-13;2071,55268939155;1500;1500;1500;13;3; ; ;6;6;6;1;2;102;0
812570;533389;202201;2;5;2008;13;1;43;5;3;1;5;3;1;2;7;-13;0;0;0;0;13;0;6522,13977002895;4300;1;8;1;1;7; ;0
812573;596585;202201;2;2;1972;49;5;54;4;2;1;1;3;1;1;1;2512;2512;1905;1905;1905;6;4;9920,31496388945;7325;4;4;4;1;2;0;0
812585;584805;202201;2;3;1980;41;4;54;2;0;1;5;2;2;1;8;0;0;0;0;0;0;0;2350;1950;2;2;2;1;7;0;0
812588;512170;202201;2;1;1984;37;4;37;3;1;1;1;3;1;3;1;-13;2577,4142108627;1750;-13;1750;13;4;5113,77741647753;3500;4;4;4;1;1;0;0
812609;548410;202201;1;1;1959;62;6;62;2;0;1;1;2;1;3;1;4100;4100;2900;2900;2900;9;6;5400;4015;4;4;4;1;2;0;0
812619;500531;202201;1;5;2003;18;2;52;5;3;1;5;3;1;4;7;250;250;250;250;250;1;1;9750;6350;5;3;3;0;2; ;0
812622;544342;202201;1;1;1981;40;4;40;2;0;1;1;2;2;3;1;3400;3400;3250;-13;3250;7;7;5688,37987804405;4850;2;1;1;1;8;0;0
812625;526452;202201;2;1;1959;62;6;62;4;3;0;3;4;2;4;9;2300;2300;1600;1600;1600;5;4;5088,4004967493;3500;3;3;3;1;2;0;0
812646;579672;202201;1;1;1965;56;6;56;2;0;1;1;2;1;5;3;-13;3358,78097594157;2250;-13;2250;13;5;5895,1441815564;4000;3;3;3;1;7;0;0
812649;556066;202201;1;1;1950;71;7;71;2;0;1;1;2;1;1;9;-13;3661,61300002716;2750;-13;2750;13;6;5135,15689714609;4000;3;3;3;0;8; ;0
812661;598233;202201;2;1;1963;58;6;58;3;2;0;5;4;2;3;1;-13;3006,46740420496;2000;2000;2000;13;4;4424,78139512703;3100;3;3;3;1;2;0;0
812666;546662;202201;1;1;1987;35;4;35;3;1;1;1;3;1;2;1;8500;8500;4300;4300;4300;12;9; ; ;6;6;6;1;9;0;0
812669;598058;202201;2;5;1992;29;3;61;2;1;0;5;4;1;1;3;1200;1200;600;600;600;3;2;3777,4142108627;2350;7;5;5;1;9;0;0
812670;527059;202201;1;5;2009;12;1;36;2;1;0;5;4;2;1;7;0;0;0;0;0;0;0;4100;2989;1;8;1;1;7; ;0
812673;520333;202201;1;1;1984;37;4;37;4;2;1;1;3;1;4;1;-13;2577,4142108627;1750;1750;1750;13;4;5718,85457215847;4218;5;4;4;0;1;0;0
812678;572977;202201;2;1;1972;49;5;49;1;0;0;3;1;2;3;10;1196;1196;1056;1056;1056;3;3;1196;1056;7;2;2;1;9;201;0
812691;557855;202201;1;1;1968;53;5;53;3;1;1;1;3;1;5;1;-13;4261,99302140902;2700;2700;2700;13;6;6464,30442315047;4270;4;4;4;0;9;201;0
812704;529241;202201;2;5;1999;22;2;56;4;3;0;5;4;1;1;7;0;0;0;0;0;0;0;6929,0346388409;4450;6;3;3;0;99; ;0
812717;501483;202201;1;5;2010;11;1;39;4;2;1;5;3;1; ;7;0;0;0;0;0;0;0;4900;3500;1;8;1;1;8; ;0
812734;515481;202201;1;1;1953;68;7;68;2;0;1;1;2;1;5;9;4380;4380;3187;3187;3187;9;7;6580;4887;6;6;6;1;2;0;0
812738;530450;202201;2;5;2012;9;1;35;2;1;0;5;4;2;3;7;0;0;0;0;0;0;0;3100;2400;1;8;1;1;8; ;0
812744;538162;202201;2;2;1965;56;6;60;3;1;1;1;3;1;2;1;-13;4565,75012513108;2903;2903;2903;13;6;10598,7501251311;6089;6;6;6;0;7;201;0
812752;520640;202201;1;1;1996;25;3;25;2;1;0;1;4;2;1;1;2400;2400;2011;2011;2011;5;5;2400;2011;9;9; ;1;9;101;0
812762;593688;202201;1;1;1944;77;7;77;1;0;0;3;1;2;4;9;1400;1400;1200;1200;1200;3;3;1400;1200;2;1;1;1;8; ;0
812786;537802;202201;1;2;1967;54;5;50;4;2;1;1;3;1;5;10;3300;3300;1800;1800;1800;7;4;7900;4300;6;6;6;1;2;201;0
812796;577258;202201;2;2;1942;79;7;78;2;0;1;1;2;1;3;9;770;770;750;-13;750;2;2;2220;2000;1;1;1;0;2; ;0
812802;589733;202201;2;2;1963;58;6;57;4;2;1;1;3;1;1;1;2900;2900;2100;2100;2100;6;5;7900;5400;5;5;5;1;2;0;0
812815;549669;202201;2;1;1986;35;4;35;4;2;1;5;3;1;1;1;3750;3750;2900;2900;2900;8;6;7750;5485;6;6;6;0;9; ;0
812826;517971;202201;2;3;1975;46;5;47;4;2;1;5;3;1;4;3;-13; ;-13;-13; ;13;13; ; ;5;4;4;1;2;0;0
812832;562438;202201;1;1;1991;30;3;30;1;0;0;5;1;2;1;1;-13;4261,99302140902;2700;2700;2700;13;6;4261,99302140902;2700;5;4;4;1;7;0;0
812860;576974;202201;1;1;1978;43;4;43;1;0;0;3;1;1;4;1;3000;3000;2200;2200;2200;6;5;3000;2200;5;5;5;1;3;0;0
812863;566717;202201;2;2;1953;68;7;70;2;0;1;1;2;1;2;9;2050;2050;1345;1345;1345;5;3;4958,64475545139;3595;6;6;6;1;2;0;0
812872;578796;202201;1;9;1928;93;7;78;2;0;0;1;5;1;5;9;-13;5403,05035807983;3900;3900;3900;13;8;11894,7668406698;8400;6;6;6;0;7;202;0
812877;595441;202201;2;3;1988;33;3;34;2;0;1;5;2;1;5;1;4500;4500;3000;3000;3000;9;6;8000;5700;6;6;6;1;99;0;0
812878;590988;202201;2;2;1947;74;7;78;2;0;1;1;2;1;5;9;-13;1032,37787699516;907;907;907;13;2;2306,20532202662;1988;1;1;1;1;6;0;0
812896;507241;202201;2;2;1952;69;7;70;2;0;1;1;2;2;2;9;-13;893,147947983785;795;795;795;13;2;2425,37010508176;2071;4;4;4;1;1;0;0
812928;563440;202201;2;1;1950;71;7;71;1;0;0;4;1;1;5;12;-13;2982,65656080464;2300;2300;2300;13;5;2982,65656080464;2300;2;2;2;1;9;0;0
812936;570327;202201;2;2;1956;66;7;69;2;0;1;1;2;1;2;9;0;0;0;0;0;0;0;7500;4000;5;5;5;0;2; ;0
812970;548422;202201;2;5;2020;2;1;42;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;4842;3625;9;9; ;1;99; ;0
813002;577976;202201;1;3;1958;63;6;62;2;0;1;3;2;1;3;1;4200;4200;2400;2400;2400;9;5;9000;5400;4;4;4;1;9;0;0
813018;537973;202201;1;1;1996;25;3;25;1;0;0;5;1;4;3;7;-13;291,637002488289;250;-13;250;13;1;291,637002488289;250;5;3;3;1;99;0;0
813027;510430;202201;2;5;1997;24;2;55;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;6273,60792549124;3750;6;6;6;0;2;102;0
813033;574345;202201;2;2;1948;73;7;59;2;0;1;1;2;2;4;8;850;850;800;800;800;2;2;10850;5300;2;2;2;0;8; ;0
813043;512811;202201;1;5;1992;29;3;56;3;1;1;5;3;2;1;13;-13;0;0;0;0;13;0;3446,11391341185;2250;3;3;3;0;2;0;0
813046;537802;202201;2;5;2003;18;2;50;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7900;4300;9;9; ;0;2; ;0
813061;505184;202201;1;1;1962;59;6;59;1;0;0;1;1;2;2;1;3400;3400;2600;2600;2600;7;6;3400;2600;2;2;2;1;7;0;0
813078;508258;202201;2;5;1999;22;2;59;3;1;1;5;3;1;5;7;0;0;0;0;0;0;0;6786,52054648251;4400;5;3;3;1;2; ;0
813080;556034;202201;2;2;1983;39;4;38;4;2;1;1;3;1;3;8;-13;286,992040080165;250;-13;250;13;1;3733,10595349202;2500;6;5;5;1;9;101;0
813092;513500;202201;1;1;1941;81;7;81;1;0;0;3;1;1;5;9;-13;3846,39374881749;2870;2870;2870;13;6;3846,39374881749;2870;5;5;5;1;2;0;0
813104;529241;202201;1;5;2009;12;1;56;4;3;0;5;4;1;1;7;-13;0;0;0;0;13;0;6929,0346388409;4450;1;8;1;1;99; ;0
813110;582254;202201;1;1;1953;68;7;68;2;0;1;1;2;1;5;9;-13;2185,64654402031;1750;-13;1750;13;4;3023,59281451948;2500;2;2;2;1;2;0;0
813113;593572;202201;2;2;1954;67;7;70;2;0;1;1;2;1;4;9;-13;1457,76251144821;1238;1238;1238;13;3;3116,82918414721;2608;2;2;2;0;2; ;0
813138;575873;202201;1;1;1942;79;7;79;1;0;0;3;1;4;5;9;-13;2256,47716942949;1800;1800;1800;13;4;2256,47716942949;1800;7;4;4;1;9;101;0
813143;560726;202201;2;2;1973;48;5;58;3;1;1;1;3;1;5;1;1922;1922;1495;1495;1495;4;3;6383,36320561483;4743;2;8;1;0;2;0;0
813150;552618;202201;1;1;1940;81;7;81;2;0;1;1;2;2;5;9;2822;2822;2547;2547;2547;6;6;4151;3714;5;5;5;1;2;0;0
813153;595480;202201;1;1;1950;71;7;71;2;0;1;1;2;2;1;9;-13;2543,1450561878;2000;2000;2000;13;4;3693,02378715154;3000;2;2;2;1;2;0;0
813178;516429;202201;1;1;1993;28;3;28;1;0;0;5;1;2;2;1;-13;3093,57376019019;2050;2050;2050;13;5;3093,57376019019;2050;4;4;4;1;9;0;0
813183;588519;202201;2;2;1949;72;7;74;2;0;1;1;2;2;5;9;1000;1000;832;832;832;2;2;2800;2032;1;1;1;1;2;0;0
813196;544317;202201;2;5;2018;3;1;35;4;2;1;5;3;1;1;14;0;0;0;0;0;0;0;6836,31630428675;4500;9;9; ;1;99; ;0
813201;599963;202201;1;1;1944;77;7;77;2;0;1;1;2;1;4;9;1929;1929;1680;1680;1680;4;4;3297;2934;2;2;2;1;2;0;0
813208;508572;202201;1;5;2014;7;1;50;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;9400;5900;9;9; ;1;7; ;0
813214;518273;202201;1;1;1956;65;7;65;1;0;0;5;1;2;3;10;-13;1450,68705605766;1215;1215;1215;13;3;1450,68705605766;1215;1;1;1;1;2;0;0
813220;547494;202201;2;1;1978;43;4;43;2;0;1;1;2;1;1;1;3100;3100;2400;2400;2400;7;5;5158;4200;4;4;4;1;7;202;0
813235;513671;202201;2;2;1966;55;6;59;3;1;1;1;3;1;3;1;838;838;760;760;760;2;2;7449;5524;4;4;4;1;8;0;0
813244;510931;202201;2;5;2004;18;2;52;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;7730;4349;2;2;2;1;6;0;0
813250;596800;202201;2;1;1979;42;4;42;2;1;0;5;4;2;2;1;4500;4500;2700;2700;2700;9;6;4500;2700;6;6;6;1;99;0;0
813266;503840;202201;1;5;2019;2;1;39;4;2;1;5;3;1;1;14;-13;0;0;0;0;13;0; ; ;9;9; ;0;9; ;0
813277;543096;202201;1;1;1972;49;5;49;5;3;1;1;3;1;3;1;-13;5011,5085982822;3100;3100;3100;13;7;6711,5085982822;4500;6;6;6;1;8;101;0
