nomem_encr;nohouse_encr;wave;geslacht;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
850317;507089;202201;2;1;1953;69;7;69;1;0;0;4;1;1;5;12;-13;1905,83689451105;1550;1550;1550;13;4;1905,83689451105;1550;3;3;3;1;7;101;0
850332;537899;202201;2;2;1941;80;7;81;2;0;1;1;2;1;1;9;1500;1500;1000;1000;1000;3;2;7500;5500;2;2;2;1;2;0;0
850338;599462;202201;1;1;1941;80;7;80;2;0;1;4;2;1;2;3;3000;3000;2500;2500;2500;6;5;3000;2500;5;5;5;1;2;0;0
850345;528150;202201;2;6;1994;27;3;27;2;0;0;5;5;2;1;1;1648;1648;1448;1448;1448;4;3;5094,11391341185;3698;5;5;5;1;9;0;0
850357;526068;202201;1;1;1993;28;3;28;1;0;0;5;1;1;2;1;1950;1950;1625;1625;1625;4;4;1950;1625;4;4;4;1;99;0;0
850382;514870;202201;1;6;2008;14;1;57;3;1;1;5;3;1;2;7;0;0;0;0;0;0;0;8500;5700;1;1;1;1;9; ;0
850386;529704;202201;2;2;1970;51;5;55;7;5;1;1;3;2;5;8;0;0;0;0;0;0;0;2850;2750;1;1;1;1;9;202;0
850390;554916;202201;1;1;1949;72;7;72;2;0;1;1;2;2;4;9;-13;2399,15237840235;1900;1900;1900;13;4;2399,15237840235;1900;2;1;1;1;1;0;0
850392;573349;202201;2;3;1994;27;3;33;3;1;1;5;3;1;5;1;-13;2536,36320561483;1750;-13;1750;13;4;5982,47711902668;4000;5;5;5;1;9;0;0
850399;552471;202201;1;1;1994;27;3;27;1;0;0;5;1;2;1;5;-13;1329,0780070536;1000;1000;1000;13;2;1329,0780070536;1000;5;5;5;1;8;0;0
850408;578701;202201;2;2;1951;70;7;81;2;0;1;1;2;1;5;9;-13;1539,55366543106;1300;1300;1300;13;3;3584,58076800077;2950;5;5;5;1;3;0;0
850415;501327;202201;2;3;1979;42;4;38;2;0;1;5;2;1;2;1;2400;2400;2000;2000;2000;5;4;4750;4050;5;5;5;1;6;0;0
850439;517922;202201;1;1;1989;32;3;32;4;2;1;1;3;1;5;1;-13;3357,37289363118;2200;2200;2200;13;5;4851,4911564742;3300;4;4;4;1;7;0;0
850451;508554;202201;1;1;1961;60;6;60;4;2;1;1;3;1;5;2;-13;3358,78097594157;2250;-13;2250;13;5;5085,58584345339;3500;2;2;2;0;2;201;0
850460;505456;202201;2;5;2002;19;2;56;6;5;0;5;4;1;4;7;-13;286,992040080165;250;-13;250;13;1;10537,9567124416;7837;4;2;2;0;2;0;0
850491;515576;202201;1;1;1936;86;7;86;1;0;0;4;1;1;4;9;4700;4700;3250;3250;3250;10;7;4700;3250;2;2;2;1;3;0;0
850495;582183;202201;1;3;1992;29;3;27;2;0;1;5;2;1;1;3;3500;3500;2600;2600;2600;7;6;6700;5050;5;5;5;0;99; ;0
850501;575389;202201;2;5;2006;15;2;48;4;3;0;5;4;1;1;7;0;0;0;0;0;0;0;4000;3500;2;8;1;1;9; ;0
850515;507369;202201;2;2;1976;45;5;48;5;3;1;1;3;1;3;1;1250;1250;1050;1050;1050;3;3;6737,53130249923;4660;4;4;4;1;2;102;0
850525;595305;202201;1;1;1944;77;7;77;1;0;0;4;1;1;5;9;7000;7000;5000;5000;5000;11;10;7000;5000;4;4;4;1;9;0;0
850531;595260;202201;2;1;1984;38;4;38;2;1;0;3;4;2;2;1;-13;2662,33870087972;1800;1800;1800;13;4;2662,33870087972;1800;4;4;4;1;99;0;0
850544;530024;202201;2;2;1967;54;5;59;5;3;1;1;3;1;5;2;-13; ;-13;-13; ;13;13; ; ;4;4;4;0;99; ;0
850551;552310;202201;1;1;1948;73;7;73;2;0;1;1;2;1;5;9;2300;2300;2200;2200;2200;5;5;3050;2700;6;6;6;1;8;0;0
850558;579849;202201;1;1;1972;49;5;49;2;0;0;4;5;1;1;1;-13;4822,098295147;3000;3000;3000;13;6;7467,69599218435;5100;6;6;6;1;3;102;0
850592;596585;202201;1;5;2001;20;2;54;4;2;1;5;3;1;1;1;-13;2619,9350858454;1800;1800;1800;13;4;9920,31496388945;7325;4;4;4;0;2;0;0
850604;585910;202201;1;1;1981;40;4;40;3;1;1;1;3;1;3;1;-13;5298,07436449363;3250;-13;3250;13;7; ; ;4;4;4;1;99;0;0
850618;536067;202201;1;1;1958;63;6;63;2;0;1;1;2;1;4;1;3800;3800;2500;2500;2500;8;5;5100;3600;5;4;4;1;9;0;0
850622;537106;202201;1;5;2010;11;1;49;5;3;1;5;3;1;5;7;-13;0;0;0;0;13;0;7571,55268939155;4700;1;8;1;1;2; ;1
850628;506704;202201;1;2;1967;54;5;53;4;2;1;1;3;1;4;1;-13;3303,89932632692;2200;2200;2200;13;5;6839,14939049793;4500;4;4;4;0;2;0;0
850631;555392;202201;1;1;1965;56;6;56;1;0;0;3;1;1;3;1;4500;4500;-13;-13;2738,23401520955;9;13;4500;2738,23401520955;6;6;6;1;2;102;0
850656;540951;202201;1;1;1962;59;6;59;4;2;1;1;3;1;3;1;-13;4447,31303656325;2800;2800;2800;13;6;7309,67699476763;4900;4;4;4;1;2;0;0
850665;521655;202201;2;2;1979;42;4;45;4;2;1;1;3;1;5;7;0;0;0;0;0;0;0;2400;1900;5;5;5;1;2;0;0
850698;548721;202201;2;1;1961;60;6;60;1;0;0;5;1;1;2;1;3500;3500;2400;2400;2400;7;5;3500;2400;5;5;5;1;2;0;0
850717;558206;202201;2;1;1942;79;7;79;1;0;0;4;1;2;3;9;2800;2800;2300;2300;2300;6;5;2800;2300;2;2;2;1;2;0;1
850732;537619;202201;1;1;1949;72;7;72;2;0;1;1;2;1;4;9;-13;4441,21684255765;3250;-13;3250;13;7;5296,29008347584;4014;2;7;1;1;2;0;0
850737;584995;202201;1;5;1997;24;2;57;2;1;0;5;4;1;2;1;2100;2100;1800;1800;1800;5;4; ; ;6;6;6;1;8;0;0
850738;511679;202201;1;1;1947;74;7;74;2;0;0;4;5;2;2;9;-13;2399,15237840235;1900;1900;1900;13;4;2399,15237840235;1900;2;2;2;1;2;201;0
850744;568411;202201;1;3;1969;52;5;60;3;1;1;5;3;2;1;1;-13;3391,22694966811;2250;-13;2250;13;5;7124,33290316012;4750;3;3;3;0;3; ;0
850747;516049;202201;2;5;2005;16;2;47;5;3;1;5;3;1;5;7;80;80;80;80;80;1;1;9030;6310;4;2;2;1;2;0;0
850753;523501;202201;2;2;1952;69;7;74;2;0;1;1;2;2;3;9;915;915;860;860;860;2;2;2740;2300;2;2;2;1;2;0;0
850765;586871;202201;1;1;1950;71;7;71;1;0;0;3;1;2;2;9;2000;2000;1700;1700;1700;4;4;2000;1700;2;2;2;1;3;0;0
850772;528152;202201;2;2;1947;74;7;74;2;0;1;1;2;1;2;8;-13;893,147947983785;795;795;795;13;2;3259,36690395134;2672;2;2;2;1;2;0;0
850790;529281;202201;2;5;2014;7;1;49;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;10606,1270849908;6500;1;8;1;1;2; ;0
850796;516125;202201;1;1;1978;43;4;43;4;2;1;1;3;1;5;1;-13;4215,88384661299;2675;2675;2675;13;6;9044,45568994972;5768;5;5;5;0;1;0;0
850811;515420;202201;2;2;1941;80;7;79;2;0;1;1;2;1;4;9;-13;3574,63989690448;2731;2731;2731;13;6;9645,5578255435;6981;5;5;5;1;6;0;0
850814;517507;202201;1;5;1997;24;2;63;4;2;1;5;3;2;1;7;0;0;-13;-13;0;0;13;5126,81687256675;3804;5;4;4;0;2; ;0
850828;553586;202201;1;1;1963;58;6;58;1;0;0;5;1;1;2;3;1075;1075;1075;1075;1075;3;3;1075;1075;4;4;4;1;9;202;0
850839;525411;202201;2;2;1961;60;6;65;3;1;1;1;3;1;2;1;-13;1311,77101543404;980;980;980;13;2;3699,94062056427;2830;3;3;3;1;2;0;0
850844;562271;202201;1;1;1986;35;4;35;3;1;1;1;3;1;4;3;-13;3796,92249981296;2500;2500;2500;13;5;6416,85758565836;4300;5;5;5;0;99; ;0
850848;587408;202201;1;3;1961;61;6;51;2;0;1;3;2;2;3;10;-13;2071,55268939155;1500;1500;1500;13;3;4396,96996577617;3100;2;2;2;0;8; ;0
850851;590319;202201;2;5;2004;17;2;52;4;2;1;5;3;1;4;7;-13;144,582091266636;130;130;130;13;1;3762,58209126664;2930;2;8;1;1;2;0;0
850854;575399;202201;2;1;1983;38;4;38;1;0;0;5;1;1;1;3;-13; ;-13;-13; ;13;13; ; ;6;5;5;1;7;0;0
850860;512539;202201;1;1;1949;72;7;72;2;0;1;1;2;1;1;9;-13;3056,96316218569;2350;2350;2350;13;5;4144,72579582241;3301;4;4;4;1;3;0;0
850869;534414;202201;1;1;1946;75;7;75;2;0;1;1;2;2;5;9;1300;1300;1100;1100;1100;3;3;2400;2100;2;2;2;0;3; ;0
850872;535617;202201;1;1;1959;62;6;62;2;0;1;1;2;1;2;1;7250;7250;4350;4350;4350;11;9;7250;4350;6;6;6;1;8;0;0
850885;509897;202201;2;3;1998;23;2;28;2;0;1;5;2;1;5;1;2600;2600;2000;2000;2000;6;4;7100;4865;5;5;5;1;99;0;0
850888;531695;202201;1;2;1944;77;7;74;2;0;1;1;2;1;3;9;-13;1181,74429681911;1025;1025;1025;13;3;3367,39084083943;2775;6;3;3;1;2;0;0
850892;523230;202201;1;1;1963;58;6;58;3;1;1;1;3;1;4;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;0;9; ;0
850900;541906;202201;1;1;1951;70;7;70;2;0;1;1;2;1;1;9;-13;4204,69957223296;3100;3100;3100;13;7;4204,69957223296;3100;4;4;4;1;6;0;0
850909;541427;202201;2;1;1962;59;6;59;2;0;1;1;2;1;2;1;2388;2388;1905;1905;1905;5;4;3588,91903900553;2945;5;5;5;1;7;0;0
850915;588253;202201;1;1;1964;57;6;57;2;0;1;1;2;1;2;1;3600;3600;2600;2600;2600;8;6;3600;2600;2;2;2;0;2;0;0
850924;506445;202201;2;5;2000;21;2;56;5;3;1;5;3;2;4;7;-13; ; ;-13; ;13; ; ; ;5;8;3;0;2;202;0
850933;565048;202201;1;5;1998;23;2;56;5;3;1;5;3;1;3;13;0;0;0;0;0;0;0;2916,34496950293;2300;4;1;1;1;7;202;0
850936;515786;202201;2;5;2009;12;1;33;5;3;1;5;3;2;2;7;0;0;0;0;0;0;0; ; ;7;7;1;1;8; ;0
850938;594727;202201;1;2;1955;66;7;63;2;0;1;1;2;1;4;9;-13;1943,78997640596;1600;1600;1600;13;4;5389,44817549251;3900;4;4;4;0;9; ;0
850939;547137;202201;1;1;1977;44;4;44;5;3;1;1;3;1;5;3;-13;3358,78097594157;2250;-13;2250;13;5;3645,77301602173;2500;2;2;2;0;2;0;0
850940;556053;202201;1;3;1996;25;3;19;2;0;1;5;2;2;4;1;1500;1500;1200;1200;1200;3;3;2400;1900;4;4;4;0;99; ;0
850942;519784;202201;1;1;1964;57;6;57;3;1;1;1;3;1;4;1;2476;2476;1975;1975;1975;5;4;6180;4885;4;4;4;1;2;0;0
850946;553762;202201;2;5;2016;5;1;46;4;2;1;5;3;1;2;14;-13;0;0;0;0;13;0;9200;6400;9;9; ;1;8; ;0
850949;500922;202201;1;3;1979;42;4;31;2;0;1;5;2;2;5;1;3250;3250;2375;2375;2375;7;5;4850;3775;4;4;4;1;99;0;0
850952;589450;202201;1;1;1986;35;4;35;3;0;0;5;5;1;1;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;8;102;0
850964;506179;202201;1;5;1996;25;3;63;6;4;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;3;3;3;0;2; ;0
850979;592831;202201;1;5;1998;23;2;72;5;3;1;5;3;2;2;7;0;0;0;0;0;0;0;1661,99204008017;1625;6;3;3;1;8;202;0
850994;541467;202201;2;2;1959;62;6;59;2;0;1;1;2;1;5;1;-13;1726,80486751182;1250;-13;1250;13;3;5085,58584345339;3500;2;2;2;1;2;0;1
850997;574288;202201;2;5;2017;4;1;40;4;2;1;5;3;1;5;14;0;0;0;0;0;0;0;10000;6000;9;9; ;1;8; ;0
851006;563137;202201;1;5;1982;39;4;68;3;2;0;5;4;1;1;1;-13; ;-13;-13; ;13;13; ; ;6;6;6;1;9;0;0
851016;565585;202201;2;1;1995;26;3;26;1;0;0;5;1;2;1;1;2600;2600;2300;2300;2300;6;5;2600;2300;5;5;5;1;99;0;0
851028;503271;202201;2;2;1950;71;7;72;2;0;1;1;2;1;5;8;-13;837,94627049917;750;750;750;13;2;1689,45469040642;1500;2;2;2;1;2;0;0
851037;577563;202201;2;2;1992;29;3;30;4;2;1;1;3;1;3;1;2814;2814;1995;1995;1995;6;4;6214;4636;6;6;6;1;99;0;0
851045;562711;202201;1;1;1973;48;5;48;3;1;1;1;3;1;5;1;-13;4354,47730883071;2750;-13;2750;13;6; ; ;4;4;4;1;9;0;0
851049;522589;202201;2;2;1956;65;7;69;2;0;1;1;2;1;4;1;2400;2400;1600;1600;1600;5;4;6300;4600;4;4;4;0;2; ;0
851077;581005;202201;2;2;1987;34;3;37;4;2;1;1;3;1;2;8;0;0;0;0;0;0;0;8500;4600;3;3;3;1;8;0;0
851098;549243;202201;2;2;1961;60;6;68;2;0;1;1;2;1;5;1;1250;1250;-14;-13;963,052367204983;3;14;2450;2018,42891773183;4;4;4;1;2;0;0
851101;529565;202201;1;1;1970;52;5;52;4;2;1;1;3;1;1;1;-13; ;-14;-13; ;13;14; ; ;5;5;5;1;8;102;0
851104;550250;202201;1;1;1945;77;7;77;2;0;1;1;2;2;2;9;2000;2000;1810;1810;1810;4;4;3500;3010;2;2;2;1;2;0;0
851110;558560;202201;2;5;2000;21;2;57;4;2;1;5;3;1;5;1;0;0;0;0;0;0;0;2654,75318166547;2000;5;5;5;1;2; ;0
851123;513992;202201;1;1;1967;54;5;54;4;2;1;1;3;1;3;1;3700;3700;3100;3100;3100;8;7;4515;3796;4;4;4;1;7;0;0
851136;576153;202201;1;3;1984;37;4;33;2;0;1;5;2;1;2;1;4000;4000;3250;-13;3250;8;7;8100;6500;6;6;6;1;8;0;0
851144;543066;202201;2;1;1943;78;7;78;1;0;0;4;1;1;2;8;-13;3585,07049368632;2700;2700;2700;13;6;3585,07049368632;2700;5;5;5;1;8;0;0
851150;595074;202201;2;2;1969;52;5;55;3;1;1;1;3;1;4;1;-13;2536,36320561483;1750;-13;1750;13;4;9785,84051444554;6830;5;5;5;0;8; ;0
851185;546746;202201;1;5;2006;15;2;55;4;2;1;5;3;1;3;7;65;65;50;50;50;1;1;9815;5293;3;1;1;1;9; ;0
851211;542361;202201;1;1;1947;74;7;74;2;0;1;1;2;1;3;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;1; ;0
851235;584973;202201;2;1;1957;64;6;64;2;0;1;5;2;1;2;9;-13;2930,27618231992;2000;2000;2000;13;4;5011,74882404339;3700;5;5;5;1;2;0;0
851239;550866;202201;2;1;1991;30;3;30;2;0;1;5;2;1;2;1;3100;3100;2400;2400;2400;7;5;5636,36320561483;4150;6;6;6;1;99;0;0
851242;511749;202201;2;1;1981;40;4;40;2;1;0;3;4;1;4;1;-13;3181,09730785417;2100;2100;2100;13;5;3181,09730785417;2100;5;5;5;1;2;0;0
851253;562526;202201;2;5;2017;4;1;39;3;2;0;5;4;1;3;7;0;0;0;0;0;0;0;2795;2150;9;9; ;1;9; ;0
851254;501190;202201;1;9;1950;71;7;70;2;0;0;1;5;1;2;9;-13;0;0;0;0;13;0; ; ;7;7;1;0;7;0;0
851257;516452;202201;1;5;2006;15;2;49;3;1;1;5;3;1;4;7;-13;286,992040080165;250;-13;250;13;1;8034,99204008017;5616;2;1;1;1;2; ;0
851260;595202;202201;2;1;1945;76;7;76;1;0;0;3;1;2;2;9;-13;1430,73376830528;1200;1200;1200;13;3;1430,73376830528;1200;3;3;3;1;7;0;0
851263;570983;202201;2;5;2003;18;2;56;5;3;1;5;3;1;4;7;300;300;300;300;300;1;1;9733;7400;5;3;3;0;2;0;0
851269;551431;202201;1;1;1980;41;4;41;5;2;1;1;3;1;2;1;-13;3181,09730785417;2100;2100;2100;13;5;7226,07061010009;4990;5;5;5;1;8;101;0
851272;542160;202201;2;2;1951;70;7;70;2;0;1;1;2;1;2;9;-13;1023,6016321926;900;900;900;13;2;5863,80711645533;4400;5;5;5;0;2; ;0
851275;538052;202201;2;1;1982;39;4;39;1;0;0;5;1;1;1;1;3820;3820;2720;2720;2720;8;6;3820;2720;6;3;3;1;7;0;0
851303;582330;202201;2;2;1986;35;4;35;5;3;1;1;3;1;5;1;2800;2800;1800;1800;1800;6;4;7130;4600;6;6;6;1;99;0;0
851306;539178;202201;2;1;1955;67;7;67;3;2;0;3;4;1;4;9;-13;2982,65656080464;2300;2300;2300;13;5;5806,01180649963;4300;6;5;5;1;7;0;0
851315;509681;202201;2;3;1998;23;2;25;2;0;1;5;2;2;4;7;210;210;210;210;210;1;1;1410;1310;6;6;6;1;99;0;0
851327;580209;202201;2;2;1953;68;7;71;2;0;1;1;2;1;4;9;-13;2531,13190659484;2020;2020;2020;13;5;5770,61790500928;4492;5;5;5;1;1;0;0
851333;550146;202201;1;3;1953;68;7;65;2;0;1;1;2;2;1;10;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;7; ;0
851339;592480;202201;2;2;1980;41;4;48;5;3;1;1;3;1;4;1;1800;1800;1100;1100;1100;4;3;5600;3850;4;4;4;0;6;0;0
851341;573609;202201;2;1;1975;46;5;46;4;2;1;1;3;1;3;1;-13;2577,4142108627;1750;-13;1750;13;4;5113,77741647753;3500;2;2;2;0;9; ;0
851355;578831;202201;1;1;1964;57;6;57;4;2;1;1;3;1;4;1;5259;5259;3091;3091;3091;11;7;7365,78664017651;4866;5;5;5;0;9; ;0
851364;543325;202201;2;2;1959;62;6;65;3;1;1;1;3;1;4;1;-13;1251,78251916202;940;940;940;13;2;5378,58738667383;3690;2;2;2;1;2;0;0
851368;522878;202201;2;2;1985;36;4;36;4;2;1;1;3;1;2;1;3200;3200;2100;2100;2100;7;5;6800;4300;5;5;5;1;9;0;0
851379;500698;202201;1;1;1966;55;6;55;2;0;1;1;2;1;2;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;1;0;0
851389;508143;202201;1;5;2012;10;1;41;4;2;1;5;3;1;2;7;-13;0;0;0;0;13;0;5095,647721145;3489;1;8;1;1;9; ;0
851391;509661;202201;2;2;1955;66;7;61;3;1;1;1;3;1;5;8;-13; ;-14;-13; ;13;14; ; ;1;1;1;0;8; ;0
851397;581817;202201;2;2;1976;45;5;48;6;4;1;1;3;1;5;1;1700;1700;1400;1400;1400;4;3;7800;5460;5;5;5;1;2;0;0
851400;537286;202201;1;1;1944;77;7;77;2;0;1;1;2;1;4;9;-13;2908,64475545139;2250;-13;2250;13;5;4382,18865257032;3500;5;5;5;1;2;0;0
851417;557397;202201;2;5;1996;25;3;50;6;4;1;5;3;1;5;7;-13;948,009599380784;750;-13;750;13;2; ; ;6;5;5;0;2; ;0
851425;516671;202201;1;1;1963;58;6;58;2;0;1;1;2;1;3;1;2215;2215;1822;1822;1822;5;4;5215;4022;5;5;5;1;2;0;0
851429;524553;202201;1;1;1981;40;4;40;4;2;1;1;3;1;4;1;-13;2725,4729730663;1837;1837;1837;13;4;3874,45786541881;2728;4;4;4;1;9;0;0
851431;519931;202201;1;1;1968;53;5;53;3;1;1;1;3;1;2;1;-13;6273,60792549124;3750;-13;3750;13;8;8194,27668123702;5250;5;5;5;1;2;0;0
851435;563656;202201;2;5;2002;19;2;51;3;2;0;5;4;1;3;7;-13;286,992040080165;250;-13;250;13;1;3373,98408016033;2700;3;3;3;1;9;0;0
851437;500564;202201;1;5;1993;28;3;57;8;6;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;4;4;4;0;2; ;0
851443;509399;202201;1;1;1956;65;7;65;1;0;0;5;1;1;4;1;2654;2654;2119;2119;2119;6;5;2654;2119;2;2;2;1;3;0;0
851454;537132;202201;1;1;1984;37;4;37;3;1;1;1;3;1;3;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;8;0;0
851461;509811;202201;1;5;2001;20;2;54;2;1;0;5;4;1;3;7;-13;286,992040080165;250;-13;250;13;1;2686,99204008017;2050;6;3;3;0;2; ;0
851486;590850;202201;2;6;1996;25;3;33;6;0;0;5;5;2;2;1;2800;2800;2600;2600;2600;6;6;9637,34086307996;7100;6;6;6;1;8;0;0
851504;545231;202201;1;5;2004;18;2;55;2;1;0;5;4;1;5;7;0;0;0;0;0;0;0;2835;2150;3;1;1;1;99;0;0
851531;501416;202201;2;5;2011;10;1;36;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;6454,08829183872;4303;9;9; ;1;6; ;0
851535;569042;202201;1;1;1969;52;5;52;4;2;1;1;3;1;4;1;7200;7200;3900;3900;3900;11;8;7773,98408016033;4400;5;5;5;1;2;0;0
851541;581192;202201;1;5;2011;10;1;43;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;5844,12422588478;4500;1;8;1;1;7; ;0
851542;554818;202201;1;1;1982;39;4;39;4;2;1;1;3;1;2;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;0;1; ;0
851550;510653;202201;1;1;1963;58;6;58;2;0;1;5;2;1;4;3;4800;4800;3250;-13;3250;10;7;7300;4950;3;3;3;1;2;0;0
851553;596524;202201;1;1;1945;76;7;76;2;0;1;1;2;1;5;9;2000;2000;1700;1700;1700;4;4;2900;2400;5;5;5;1;2;101;0
851559;535696;202201;2;2;1962;59;6;60;5;3;1;1;3;1;5;1;-13;1648,67761611824;1200;1200;1200;13;3;13095,873086449;8750;5;5;5;0;1;0;0
851562;571334;202201;2;5;2012;9;1;37;4;2;1;5;3;2;1;14;-13;0;0;0;0;13;0;3983,86123478185;2815;9;9; ;1;8; ;0
851564;515411;202201;2;1;1995;27;3;27;1;0;0;5;1;2;1;1;2400;2400;2000;2000;2000;5;4;2400;2000;4;4;4;1;9;0;0
851578;524675;202201;1;5;2013;8;1;44;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;6562,89932632692;4600;1;8;1;1;9; ;0
851580;595046;202201;1;1;1942;79;7;79;2;0;1;1;2;2;1;9;2765;2765;2130;2130;2130;6;5;3706;2977;5;5;5;1;3;0;0
851583;513568;202201;2;2;1982;39;4;42;5;3;1;1;3;1;5;1;-13;3303,89932632692;2200;2200;2200;13;5;10480,6574084915;6400;6;6;6;1;7;0;0
851585;528091;202201;1;5;1991;30;3;57;4;3;0;5;4;2;3;1;-13;3391,22694966811;2250;-13;2250;13;5;8991,22694966811;6700;3;3;3;0;1; ;0
851592;528168;202201;2;4;1932;89;7;57;2;0;0;4;5;1;5;9;1600;1600;1384;1384;1384;4;3;4150;3334;2;2;2;0;9;0;0
851596;524844;202201;1;1;1964;57;6;57;3;1;1;1;3;1;5;1;4200;4200;2700;2700;2700;9;6;9704,36320561483;6397;4;4;4;1;6;0;0
851611;569387;202201;1;1;1954;67;7;67;2;0;1;1;2;1;3;9;6170;6170;3670;3670;3670;11;8;9420;5674;5;5;5;1;2;0;0
851623;521276;202201;1;9;2007;14;1;48;5;2;1;5;3;1;3;14;0;0;0;0;0;0;0;5684,69369038817;4032;9;9; ;0;2; ;0
851635;529306;202201;2;2;1959;62;6;64;2;0;1;1;2;1;4;1;2586;2586;2255;2255;2255;6;5;7786;5105;4;4;4;1;7;0;0
851641;575460;202201;2;3;1956;65;7;66;2;0;1;4;2;1;2;9;-13;425,112545869738;400;400;400;13;1;3857,90659226549;3000;3;2;2;1;2;0;0
851643;531264;202201;2;6;1998;23;2;24;3;0;0;5;5;2;1;7;-13; ;-13;-13; ;13;13; ; ;6;6;6;0;9; ;0
851647;581509;202201;1;1;1948;73;7;73;2;0;1;1;2;1;3;9;5500;5500;4500;4500;4500;11;9;8000;6500;6;6;6;1;2;0;0
851651;501983;202201;1;5;2006;15;2;47;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;2702,76278104625;2000;2;8;1;1;7; ;0
851666;588330;202201;1;5;2016;5;1;41;3;2;0;5;4;2;5;14;0;0;0;0;0;0;0;2500;2000;1;8;1;1;8; ;0
851669;583575;202201;1;1;1977;44;4;44;4;2;1;1;3;2;2;1;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;8;0;0
851671;550336;202201;1;1;1983;38;4;38;1;0;0;3;1;1;5;1;3321;3321;2570;2570;2570;7;6;3321;2570;6;5;5;1;9;102;0
851672;548931;202201;1;1;1945;76;7;76;2;0;1;1;2;1;4;9;3500;3500;2600;2600;2600;7;6;5300;4000;5;5;5;1;7;0;0
851681;553170;202201;2;3;1989;32;3;31;2;0;1;5;2;2;1;3;1000;1000;1000;1000;1000;2;2;3000;2800;6;6;6;1;99;0;0
851682;544717;202201;1;3;1990;31;3;32;2;0;1;5;2;2;3;4;-13;0;0;0;0;13;0;3895,647721145;2500;5;5;5;0;99; ;0
851690;519375;202201;1;1;1947;74;7;74;2;0;1;1;2;1;3;9;-13;1497,39318578535;1250;-13;1250;13;3;2335,33945628452;2000;2;1;1;0;3; ;0
851691;574012;202201;2;5;2002;19;2;46;6;4;1;5;3;1;3;7;-13;1683,04341756936;1250;-13;1250;13;3;6284,28822180476;4500;4;8;2;1;9;0;0
851693;581005;202201;2;5;2012;9;1;37;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;8500;4600;1;8;1;1;8; ;0
851705;574542;202201;1;1;1964;57;6;57;2;0;1;3;2;1;2;1;4095;4095;2915;2915;2915;9;6;7603;5465;2;2;2;1;6;0;0
851723;569634;202201;1;5;2009;12;1;44;3;2;0;5;4;1;4;7;0;0;0;0;0;0;0;2600;1600;3;1;1;1;9; ;0
851724;557168;202201;2;2;1950;71;7;74;2;0;1;1;2;1;5;9;-13;1539,55366543106;1300;1300;1300;13;3;3104,02498676372;2600;4;4;4;1;2;0;0
851729;523590;202201;2;2;1960;61;6;60;2;0;1;1;2;2;4;1;1200;1200;950;950;950;3;2;2800;2150;4;4;4;1;2;0;0
851736;592114;202201;2;1;1949;72;7;72;1;0;0;5;1;2;1;9;-13;1836,79390254783;1500;1500;1500;13;3;1836,79390254783;1500;6;6;6;1;3;0;0
851760;572711;202201;1;1;1993;28;3;28;2;0;1;1;2;1;3;1;3500;3500;2400;2400;2400;7;5;6500;4700;5;5;5;1;99;0;0
851763;561059;202201;1;5;2003;18;2;54;4;2;1;5;3;1;4;1;-13;3391,22694966811;2250;-13;2250;13;5;10440,5901552829;7084;2;2;2;0;2; ;0
851768;519980;202201;2;5;2000;21;2;54;3;1;1;5;3;2;1;1;-13;1341,91695975884;1000;1000;1000;13;2;15249,7354703346;9200;4;4;4;0;9; ;0
851773;549777;202201;2;2;1944;77;7;77;2;0;1;1;2;1;1;8;-13;806,253321095563;724;724;724;13;2;5399,98343223722;4070;6;6;6;1;6;101;0
851787;563229;202201;2;5;2013;8;1;42;3;1;1;5;3;1;5;14;0;0;0;0;0;0;0;4025,12363840168;2800;1;8;1;1;3; ;0
851791;537680;202201;2;5;2013;8;1;36;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;4800;3400;1;8;1;1;99; ;0
851794;526489;202201;2;2;1960;61;6;63;2;0;1;1;2;1;2;1;-13;0;0;0;0;13;0;4354,47730883071;2750;2;2;2;1;8;0;0
851800;519290;202201;2;2;1947;74;7;66;2;0;1;1;2;1;5;9;2000;2000;1100;1100;1100;4;3;5500;2900;6;3;3;1;6;201;0
