nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
891921;521166;202211;1;999;1;1968;54;5;54;4;2;1;1;3;1;1;1;4500;4500;2600;2600;2600;9;6;8800;5000;6;6;6;0;7;0;0
891928;568725;202211;2;999;1;1970;52;5;52;4;3;0;3;4;1;3;1;2771;2771;2080;2080;2080;6;5;2771;2080;5;5;5;1;2;0;0
891930;528750;202211;2;999;5;2018;4;1;36;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;8440;5370;9;9; ;1;2; ;0
891940;521084;202211;1;999;7;1997;25;3;56;4;2;1;5;3;1;5;1;1700;1700;1400;1400;1400;4;3;8140;5965;2;2;2;0;2; ;0
891954;560556;202211;2;999;5;2009;13;1;42;7;5;1;5;3;1;4;7;-13;0;0;0;0;13;0;6596,92249981296;4750;2;8;1;1;10; ;0
891967;566574;202211;2;999;5;1999;23;2;57;4;2;1;5;3;1;3;1;-13;3391,22694966811;2250;-13;2250;13;5;9291,22694966811;6300;5;5;5;1;6; ;0
891973;583306;202211;1;999;1;1938;84;7;84;1;0;0;4;1;2;2;9;-13;2908,64475545139;2250;-13;2250;13;5;2908,64475545139;2250;2;2;2;1;2;0;0
891983;592565;202211;1;999;1;1984;38;4;38;1;0;0;5;1;2;1;1;2450;2450;1850;1850;1850;5;4;2450;1850;2;2;2;1;3;102;1
891989;540373;202211;1;999;5;2004;18;2;50;4;3;0;5;4;1;4;7;-13;286,992040080165;250;-13;250;13;1;3773,98408016033;2400;5;3;3;0;99; ;0
891992;542605;202211;1;999;1;1951;71;7;71;2;0;1;1;2;2;4;6;-13;851,508419907246;750;-13;750;13;2; ; ;2;2;2;0;6;0;0
892004;572555;202211;1;999;1;1949;73;7;73;2;0;1;5;2;1;5;9;-13;3432,79404639575;2600;2600;2600;13;6;5653,33184072071;4400;6;6;6;0;6;201;0
892019;513137;202211;1;999;1;1949;73;7;73;2;0;1;1;2;1;2;9;2200;2200;1843;1843;1843;5;4;3360;2838;2;2;2;1;2;0;0
892068;563803;202211;2;999;1;1970;52;5;52;2;0;1;1;2;1;2;1;4021;4021;2960;2960;2960;9;6;6771;5310;6;5;5;1;7;0;0
892071;582330;202211;1;999;5;2016;6;1;36;5;3;1;5;3;1;5;14;0;0;0;0;0;0;0;8050;4850;9;9; ;1;99; ;0
892075;502382;202211;1;1;1;1981;41;4;41;5;3;1;1;3;1;5;1;-13;4354,47730883071;2750;-13;2750;13;6;6081,28217634253;4000;4;4;4;1;10;0;0
892094;510277;202211;2;2;2;1950;72;7;75;2;0;1;1;2;2;4;9;-13;1070,09937871151;937;937;937;13;2;4578,89590806424;3587;4;4;4;1;10;0;0
892097;557340;202211;1;1;1;1948;73;7;73;2;0;1;1;2;2;3;1;-13;2908,64366264943;2200;2200;2200;13;5;3746,5899331486;2950;4;2;2;1;10;0;0
892102;548953;202211;1;999;1;1944;78;7;78;2;0;1;1;2;1;4;9;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;8;102;0
892105;599765;202211;2;999;2;1968;54;5;54;3;1;1;1;3;1;2;1;2870;2870;2200;2200;2200;6;5;9391;5742;5;5;5;1;2;0;0
892107;530073;202211;1;999;5;1984;38;4;67;2;1;0;5;4;1;4;1;-13; ;-13;-13; ;13;13; ; ;6;6;6;0;10; ;0
892116;560382;202211;2;2;2;1964;58;6;68;2;0;1;1;2;2;1;1;-13;1726,80486751182;1250;-13;1250;13;3;6168,02171006947;4500;4;4;4;1;10;0;0
892117;594157;202211;1;999;1;1987;35;4;35;3;1;1;5;3;1;3;1;0;0;0;0;0;0;0;0;0;4;4;4;1;10; ;0
892127;532376;202211;1;1;1;2000;22;2;22;1;0;0;5;1;2;1;7;0;0;0;0;0;0;0;0;0;6;3;3;1;10;0;0
892140;574784;202211;2;999;5;2003;19;2;59;4;2;1;5;3;1;5;7;-13;348,633018877275;300;300;300;13;1;6249,30796372989;4400;4;2;2;1;10; ;0
892141;546972;202211;2;999;2;1962;60;6;62;3;1;1;1;3;2;1;8;-13; ;-14;-13; ;13;14; ; ;5;5;5;1;7;101;0
892144;556066;202211;2;999;2;1950;72;7;72;2;0;1;1;2;1;1;8;-13;1473,54389711893;1250;-13;1250;13;3;5135,15689714609;4000;4;4;4;1;8;0;0
892147;537463;202211;2;999;1;1949;73;7;73;1;0;0;5;1;1;5;9;-13;2115,16124915538;1700;1700;1700;13;4;2115,16124915538;1700;4;4;4;1;8;0;0
892173;599983;202211;1;999;1;1969;53;5;53;5;3;1;3;3;1;2;3;-13;2429,76985661616;1700;1700;1700;13;4; ; ;2;2;2;1;8;0;0
892190;543879;202211;1;999;1;1995;27;3;27;1;0;0;5;1;2;1;1;3100;3100;2200;2200;2200;7;5;3100;2200;5;5;5;1;99;0;0
892198;588045;202211;2;2;2;1961;61;6;64;2;0;1;1;2;2;3;1;1991;1991;1700;1700;1700;4;4;5741;4000;4;4;4;1;10;0;0
892199;582626;202211;1;999;9;1944;78;7;71;2;0;0;1;5;1;4;9;-13;3081,68388560997;2400;2400;2400;13;5;6064,34044641461;4700;4;4;4;0;2;0;0
892204;541664;202211;1;999;1;1965;57;6;57;1;0;0;5;1;1;4;1;700;700;700;700;700;2;2;700;700;6;6;6;1;9;0;0
892207;535078;202211;1;999;1;1990;32;3;32;1;0;0;5;1;2;2;3;4500;4500;3800;3800;3800;9;8;4500;3800;5;3;3;1;9;201;0
892217;540830;202211;1;999;1;1955;67;7;67;2;0;1;1;2;1;2;9;-13;3143,52331593597;2408;2408;2408;13;5;6538,52331593597;4858;5;5;5;0;9; ;0
892218;575738;202211;2;999;1;1935;87;7;87;1;0;0;3;1;2;2;9;-13;2185,64654402031;1750;-13;1750;13;4;2185,64654402031;1750;2;2;2;1;2;101;0
892220;584510;202211;2;999;2;1961;61;6;62;2;0;1;1;2;2;2;1;1100;1100;850;850;850;3;2;2900;2350;4;4;4;1;10; ;0
892239;591055;202211;2;999;2;1944;78;7;80;2;0;1;1;2;2;4;9;-13;1004,82815134281;885;885;885;13;2;2609,7434741161;2215;2;2;2;0;2; ;0
892245;571624;202211;2;999;5;2007;15;2;53;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;7275;5500;3;1;1;1;8; ;0
892248;530218;202211;2;999;5;2005;17;2;53;4;2;1;5;3;1;2;7;-13;226,637051781988;200;200;200;13;1;4858,49045292543;3500;2;2;2;1;8;0;0
892254;527304;202211;1;999;1;1972;50;5;50;2;0;1;1;2;1;4;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;0;8; ;0
892263;501000;202211;1;999;1;1980;42;4;42;4;2;1;1;3;1;5;1;5630;5630;4000;4000;4000;11;8;12125,7600119879;8000;6;2;2;1;7;0;0
892272;515951;202211;1;999;5;2016;6;1;39;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;4032,55852176912;2632;1;8;1;1;99; ;0
892281;553501;202211;2;2;2;1982;40;4;42;4;2;1;1;3;1;4;1;-13;2536,36320561483;1750;-13;1750;13;4;13798,6811574325;8000;5;5;5;1;10;0;0
892282;514228;202211;1;999;1;1990;32;3;32;1;0;0;5;1;1;1;1;4184;4184;2860;2860;2860;9;6;4184;2860;6;5;5;1;99;0;0
892297;554864;202211;2;999;1;1949;73;7;73;2;0;1;4;2;2;2;8;300;300;220;220;220;1;1;1800;1540;4;4;4;1;2;101;1
892303;555075;202211;2;999;5;2004;18;2;50;5;3;1;5;3;1;3;7;-13;348,633018877275;300;300;300;13;1;6950,86279020636;4725;3;3;3;1;2;0;0
892311;540302;202211;2;999;3;1984;38;4;40;4;2;1;5;3;1;4;10;1855;1855;1390;1390;1390;4;3;5516;3915;5;5;5;1;9;0;0
892327;566671;202211;1;999;1;1983;39;4;39;6;4;1;1;3;1;4;3;-13; ;-13;-13; ;13;13; ; ;4;4;4;0;3;0;0
892330;548538;202211;1;999;1;1992;30;3;30;3;1;1;1;3;1;4;1;-13;5011,5085982822;3100;3100;3100;13;7;6769,71832587612;4370;4;4;4;1;99;0;0
892345;574670;202211;1;999;1;1985;36;4;36;1;0;0;5;1;1;3;1;3450;3450;2520;2520;2520;7;6;3450;2520;5;5;5;1;8;0;0
892346;518411;202211;1;999;1;1960;61;6;61;2;0;1;1;2;1;2;1;2921;2921;2330;2330;2330;6;5;3046;2455;5;5;5;1;8;0;0
892349;568869;202211;1;999;2;1962;60;6;72;2;0;1;1;2;2;4;13;0;0;0;0;0;0;0;2363;1950;5;5;5;1;7;0;0
892351;548893;202211;2;2;1;1950;72;7;72;1;0;0;5;1;1;1;9;-13;4441,21684255765;3250;-13;3250;13;7;4441,21684255765;3250;5;5;5;1;10;0;0
892365;555477;202211;2;2;1;1973;48;5;48;4;3;0;5;4;1;2;1;3456;3456;2479;2479;2479;7;5;4136;3059;5;5;5;1;10;0;0
892376;519216;202211;2;999;9;1972;50;5;54;2;0;0;5;5;1;1;3;-13;2553,53953631413;1800;1800;1800;13;4;9053,53953631413;5925;5;5;5;0;2;0;0
892388;589608;202211;2;999;5;1996;26;3;58;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;5000;3600;3;1;1;1;2;0;0
892390;507271;202211;2;999;1;1969;53;5;53;4;2;1;1;3;2;1;4;-13;963,353122324604;750;-13;750;13;2; ; ;4;8;2;0;9; ;0
892410;576434;202211;2;999;5;2000;22;2;53;2;1;0;5;4;1;3;7;0;0;0;0;0;0;0;3000;2300;5;5;5;1;2; ;0
892413;521655;202211;1;999;5;2007;15;2;46;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;2400;1900;9;9; ;1;2; ;0
892422;589450;202211;2;999;7;1992;30;3;36;3;0;0;5;5;1;1;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;0;8;202;0
892424;592830;202211;2;999;1;1949;73;7;73;2;0;1;5;2;1;4;9;3295;3295;2250;-13;2250;7;5;5832;4500;6;6;6;0;10; ;0
892425;587918;202211;1;999;1;1933;89;7;89;2;0;0;4;5;1;3;9;4000;4000;3000;3000;3000;8;6;4780;3750;5;7;1;1;2;0;0
892429;518353;202211;1;999;1;1979;43;4;43;2;0;1;1;2;1;5;1;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;8; ;0
892440;529580;202211;1;999;5;2000;22;2;62;2;1;0;5;4;1;4;7;0;0;0;0;0;0;0;1780;1343;3;2;2;0;6; ;0
892442;503906;202211;2;2;5;2005;17;2;47;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;9909,23774103289;6520;3;1;1;0;10;0;0
892443;528756;202211;1;999;3;1960;62;6;55;4;2;1;3;3;2;1;1;3700;3700;2450;2450;2450;8;5;8700;5650;5;5;5;1;8;0;0
892444;515608;202211;1;999;5;2013;9;1;39;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;6751,39889523314;4500;1;8;1;1;10; ;0
892461;554111;202211;1;999;2;1987;35;4;35;3;1;1;1;3;1;1;1;3700;3700;2450;2450;2450;8;5;7700;5250;6;5;5;1;9;0;0
892464;542183;202211;2;999;2;1967;55;6;55;6;3;1;1;3;2;5;1;1200;1200;1000;1000;1000;3;2;18700;12300;5;5;5;1;8;0;0
892471;525500;202211;2;999;2;1951;71;7;74;2;0;1;1;2;1;5;9;1000;1000;800;800;800;2;2;8500;5000;4;4;4;1;2;0;0
892476;505519;202211;2;999;2;1954;68;7;73;2;0;1;1;2;1;5;8;-13;1473,54389711893;1250;-13;1250;13;3;2970,93708290429;2500;2;2;2;1;9;0;0
892477;500970;202211;2;999;1;1964;58;6;58;1;0;0;3;1;1;3;10;-13;2331,57750315313;1640;1640;1640;13;4;2331,57750315313;1640;2;2;2;1;2;0;0
892488;546108;202211;1;999;1;1948;74;7;74;2;0;1;1;2;1;1;9;-13;5572,77816667479;3950;3950;3950;13;8;7178,74456048791;5300;6;6;6;1;9;0;0
892497;501256;202211;1;1;1;1974;48;5;48;2;0;1;5;2;1;5;1;-13;2833,53072225164;1900;1900;1900;13;4;6588,53072225164;4400;5;5;5;1;10;0;0
892500;509895;202211;2;999;1;1982;40;4;40;5;3;1;1;3;1;2;1;-13;3357,37289363118;2200;2200;2200;13;5;6375,91559692834;4235;5;5;5;1;10; ;0
892504;598535;202211;2;999;1;1966;56;6;56;1;0;0;5;1;1;4;1;-13;4354,47730883071;2750;2750;2750;13;6;4354,47730883071;2750;4;4;4;1;8;0;0
892513;577103;202211;1;999;5;2019;3;1;31;4;2;1;5;3;1;1;14;0;0;0;0;0;0;0;5576,90982816948;4093;9;9; ;1;9; ;0
892548;548597;202211;1;999;1;1962;59;6;59;2;0;1;1;2;1;5;2;-13;15192,6328782815;8000;8000;8000;13;12;16799,5289796922;9200;4;4;4;0;10; ;0
892554;507564;202211;2;999;5;2010;12;1;43;4;2;1;5;3;1;2;14;0;0;0;0;0;0;0;6500;4900;1;1;1;1;10; ;0
892573;524201;202211;2;999;1;1970;52;5;52;2;0;1;1;2;1;1;1;-13;4897,70351986916;3040;3040;3040;13;7;6969,25620926071;4540;5;5;5;0;10; ;0
892578;536068;202211;2;999;1;1982;40;4;40;1;0;0;5;1;1;1;1;3500;3500;2250;-13;2250;7;5;3500;2250;6;6;6;1;8;0;0
892629;558913;202211;2;2;2;1946;76;7;87;2;0;1;1;2;2;3;8;-13;962,442252144736;851;851;851;13;2;2760,73643444591;2323;2;2;2;1;10;0;0
892630;541171;202211;2;999;1;1952;70;7;70;1;0;0;3;1;2;4;9;-13;1422,76323563412;1194;1194;1194;13;3;1422,76323563412;1194;2;2;2;1;1;0;1
892632;516714;202211;1;1;1;1946;76;7;76;1;0;0;4;1;1;1;9;3600;3600;2500;2500;2500;8;5;3600;2500;2;7;1;1;10;0;0
892647;515695;202211;2;999;7;2006;16;2;45;5;2;0;5;4;1;3;7;0;0;0;0;0;0;0;6119,9350858454;5050;1;8;1;0;8; ;0
892661;563767;202211;2;999;1;1988;34;3;34;7;5;1;3;3;2;4;10;1500;1500;1270;1270;1270;3;3;4100;3520;4;4;4;1;9;102;0
892663;531874;202211;2;999;1;1999;23;2;23;2;0;0;5;5;2;2;1;2800;2800;2100;2100;2100;6;5;4526,80486751182;3350;5;3;3;1;99;0;0
892672;504373;202211;1;999;5;2008;14;1;47;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;7626,99204008017;5250;3;1;1;1;2; ;0
892679;580664;202211;2;999;1;1952;69;7;69;1;0;0;3;1;2;2;9;2519;2519;2100;2100;2100;6;5;2519;2100;3;3;3;1;9;0;0
892681;570870;202211;2;999;6;1993;29;3;30;4;0;0;5;5;2;1;1;-13; ;-13;-13; ;13;13; ; ;6;6;6;0;7;201;0
892695;585006;202211;1;999;5;2020;2;1;33;4;2;1;5;3;1;1;14;0;0;0;0;0;0;0;5500;4800;9;9; ;1;99; ;0
892717;504540;202211;1;1;1;1941;81;7;81;2;0;1;1;2;1;2;9;4000;4000;2800;2800;2800;8;6;4900;3700;6;6;6;1;10;0;0
892718;559088;202211;1;999;1;1973;49;5;49;3;1;1;1;3;1;4;1;5150;5150;3300;3300;3300;11;7;6250;4250;5;5;5;1;6;0;0
892720;585584;202211;1;999;5;1992;30;3;68;2;1;0;5;4;2;3;1;-13; ;-13;-13; ;13;13; ; ;5;5;5;0;9; ;0
892727;509640;202211;1;999;1;1972;50;5;50;4;2;1;1;3;1;3;1;-13;3446,11391341185;2250;-13;2250;13;5;5982,47711902668;4000;4;2;2;1;2;0;0
892761;566348;202211;1;999;1;1940;82;7;82;2;0;1;1;2;1;3;9;-13;2185,64654402031;1750;-13;1750;13;4; ; ;4;4;4;1;6;0;0
892776;585357;202211;2;999;2;1963;59;6;61;2;0;1;1;2;1;3;1;-13;972,659156364994;750;-13;750;13;2;4418,77306977684;3000;4;4;4;1;6;0;0
892780;573650;202211;1;1;1;1973;49;5;49;1;0;0;3;1;1;2;3;7000;7000;3000;3000;3000;11;6;7000;3000;5;5;5;1;10;0;0
892799;572871;202211;1;999;5;2012;10;1;43;4;2;1;5;3;2;1;7;0;0;0;0;0;0;0;2946,95989923419;2150;1;8;1;1;10; ;0
892831;532040;202211;1;999;1;1979;43;4;43;2;0;1;1;2;1;2;1;4533;4533;2735;2735;2735;10;6;7069,36320561483;4485;4;4;4;1;2;0;0
892839;584743;202211;1;999;1;1985;36;4;36;2;0;1;1;2;1;4;1;-13;3446,11391341185;2250;-13;2250;13;5;5172,91878092367;3500;5;5;5;1;99;0;0
892842;526746;202211;2;999;5;2021;0;1;33;4;2;1;5;3;1;5;14;0;0;0;0;0;0;0;5321,79514496669;3600;9;9; ;1;9; ;0
892852;550796;202211;1;999;1;1971;51;5;51;5;3;1;1;3;1;2;1;-13;4590,95894705708;2877;2877;2877;13;6;6779,95894705708;4724;5;5;5;1;2;0;0
892865;500655;202211;1;999;5;2009;13;1;56;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;9467,34361214856;5902;3;1;1;1;10; ;0
892869;540798;202211;1;999;5;2018;4;1;39;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;5653;4730;9;9; ;1;99; ;0
892872;501860;202211;1;1;1;1967;55;6;55;1;0;0;3;1;1;2;1;4800;4800;3350;3350;3350;10;7;4800;3350;5;5;5;1;10;0;0
892892;526409;202211;2;999;2;1946;76;7;84;2;0;1;1;2;1;3;9;-13;3378,11923090838;2600;2600;2600;13;6;7426,37569896042;5600;5;5;5;1;3;0;0
892901;594760;202211;2;999;5;2003;19;2;48;5;3;1;5;3;1;5;7;-13;286,992040080165;250;-13;250;13;1;5473,98408016033;4300;6;3;3;1;2;0;0
892909;596072;202211;1;999;5;1998;24;2;53;4;2;1;5;3;4;2;7;-13;1683,04341756936;1250;-13;1250;13;3;13399,0868351387;9022;5;4;4;1;1;0;0
892910;528772;202211;2;999;1;1964;58;6;58;3;2;0;3;4;2;3;1;2900;2900;2200;2200;2200;6;5;4583,04341756936;3450;5;5;5;1;99;0;0
892925;555415;202211;2;999;5;2000;22;2;52;2;1;0;5;4;1;2;1;2450;2450;2250;-13;2250;5;5;5450;4500;6;6;6;1;9;0;0
892932;567135;202211;2;999;5;2011;11;1;43;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0; ; ;1;8;1;1;99; ;0
892948;502930;202211;1;999;5;2007;15;2;46;4;2;1;5;3;1;4;7;-13;286,992040080165;250;-13;250;13;1;6255,63320061097;4250;3;8;1;1;10; ;0
892952;588893;202211;2;999;9;1937;85;7;85;2;0;0;1;5;1;1;13;0;0;0;0;0;0;0;4500;3800;7;7;1;0;10; ;0
892953;564227;202211;1;999;1;1966;56;6;56;4;2;1;1;3;1;2;3;-13;3358,78097594157;2250;-13;2250;13;5;5041,82439351092;3500;4;4;4;0;2; ;0
892959;587933;202211;2;999;3;1989;33;3;34;4;2;1;5;3;1;3;1;1704;1704;1250;-13;1250;4;3;4604;3500;4;4;4;1;7;201;0
892969;521132;202211;2;999;1;1995;27;3;27;1;0;0;5;1;2;3;1;-13;2492,94722378449;1700;1700;1700;13;4;2492,94722378449;1700;4;4;4;1;9;0;0
892974;596954;202211;2;999;1;1970;52;5;52;2;0;1;1;2;1;4;3;-13;5635,49293606075;3500;3500;3500;13;7;9950,49293606075;6995;5;5;5;0;2;0;0
892982;545625;202211;1;1;1;1985;36;4;36;3;2;0;3;4;1;4;1;5500;5500;3000;3000;3000;11;6;5500;3000;5;5;5;1;10;0;0
892983;565463;202211;2;999;3;1987;35;4;43;5;2;1;5;3;1;1;1;5200;5200;3550;3550;3550;11;8;12450;8650;6;6;6;0;2; ;0
892990;596044;202211;2;999;5;1997;25;3;68;4;2;1;5;3;1;4;7;-13;0;0;0;0;13;0;2600;2000;6;3;3;0;2;0;0
892994;566663;202211;1;999;1;1992;30;3;30;2;0;1;5;2;1;1;1;2500;2500;2000;2000;2000;5;4;5300;4500;6;6;6;1;9;0;0
892996;554467;202211;2;999;1;1961;61;6;61;1;0;0;4;1;1;1;8;-13; ;-13;-13; ;13;13; ; ;4;4;4;1;1;0;0
893008;581872;202211;2;999;1;1940;82;7;82;1;0;0;3;1;1;2;9;-13;2310,53596777724;1838;1838;1838;13;4;2310,53596777724;1838;5;5;5;1;1;0;0
893011;595275;202211;2;999;2;1971;51;5;57;2;0;1;1;2;2;2;10;-13;948,009599380784;750;-13;750;13;2;5302,4869082115;3500;4;4;4;1;2;0;0
893013;519852;202211;1;1;1;1995;27;3;27;1;0;0;5;1;1;4;1;4200;4200;3250;-13;3250;9;7;4200;3250;5;5;5;1;10;0;0
893014;523156;202211;1;999;1;1950;72;7;72;2;0;1;1;2;1; ;9;3960;3960;3250;-13;3250;8;7;4875;3913;6;6;6;1;99;0;0
893016;598058;202211;2;999;1;1960;62;6;62;2;1;0;3;4;1;1;1;-13;2577,4142108627;1750;-13;1750;13;4;3777,4142108627;2350;4;4;4;0;9; ;0
893026;580032;202211;2;999;5;2000;22;2;47;6;5;0;5;4;2;3;7;0;0;0;0;0;0;0;1100;933;4;7;1;1;2;102;1
893032;517022;202211;1;999;5;1996;26;3;68;2;1;0;5;4;1;4;1;-13;2703,94985456086;1850;1850;1850;13;4;6136,74390095662;4450;2;2;2;0;6;0;0
893034;525368;202211;1;999;5;2004;18;2;50;5;3;1;5;3;1;5;7;-13;411,448099677184;350;350;350;13;1;5566,252967189;4494;4;2;2;1;9;0;0
893035;599395;202211;2;999;5;2011;11;1;45;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;9490;6464;1;8;1;1;2; ;0
893037;500756;202211;1;999;5;2020;2;1;35;4;2;1;5;3;2;2;14;0;0;0;0;0;0;0;6440,36320561483;4350;9;9; ;1;99; ;0
893047;586414;202211;2;999;5;2015;7;1;41;4;2;1;5;3;1;3;7;-13;0;0;0;0;13;0;16571,1124445167;9350;1;8;1;1;9; ;0
893051;502572;202211;2;999;2;1959;63;6;62;4;2;1;1;3;1;4;9;0;0;0;0;0;0;0; ; ;4;4;4;1;2;201;0
893053;586883;202211;1;999;2;1973;49;5;50;3;1;1;1;3;1;1;8;0;0;0;0;0;0;0;3400;3400;5;5;5;0;10; ;0
893061;588456;202211;2;999;1;1944;78;7;78;2;1;0;4;4;1;4;8;2803;2803;2393;2393;2393;6;5;6803;4393;4;4;4;1;9;0;0
893066;561938;202211;1;999;1;1967;55;6;55;3;2;0;3;4;1;2;1;4950;4950;3500;3500;3500;10;7;4950;3500;4;4;4;1;2;102;0
893075;583670;202211;1;999;5;1985;37;4;77;3;1;0;5;4;1;5;1;-13;3478,94341065557;2300;2300;2300;13;5;6167,36007175312;4400;4;4;4;1;2;0;0
893080;597690;202211;3;999;5;2010;12;1;42;7;5;1;5;3;2;3;7;-13; ;-13;-13; ;13;13; ; ;1;1;1;1;10; ;0
893093;562524;202211;1;999;1;1977;45;5;45;4;2;1;1;3;1;4;1;0;0;0;0;0;0;0;0;0;2;2;2;0;2;0;0
893112;506179;202211;1;999;5;1994;28;3;63;6;4;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;3;3;3;0;2; ;0
893120;586321;202211;1;999;2;1977;45;5;45;4;2;1;1;3;1;2;1;1000;1000;700;700;700;2;2;7700;4700;4;4;4;0;10; ;0
893148;586285;202211;2;999;9;1940;81;7;89;2;0;0;1;5;1;1;9;3634;3634;2876;2876;2876;8;6;7922;6366;2;2;2;0;3;0;0
893164;529135;202211;2;999;2;1949;73;7;72;2;0;1;1;2;2;1;9;-13;1739,96690511591;1450;1450;1450;13;3;4946,413135092;3900;5;5;5;1;7;201;0
893185;544448;202211;2;999;5;2006;16;2;51;5;3;1;5;3;2;2;7;-13;0;0;0;0;13;0; ; ;4;2;2;0;2; ;0
893189;597686;202211;2;2;2;1971;51;5;52;4;2;1;1;3;1;5;1;-13;4451,64812799205;2841;2841;2841;13;6;13720,588879811;8274;6;6;6;1;10;0;0
893201;542558;202211;2;999;2;1937;84;7;82;2;0;1;1;2;1;1;9;975;975;920;920;920;2;2;3625;3205;2;2;2;0;10; ;0
893203;564584;202211;2;999;1;1975;47;5;47;1;0;0;5;1;2;1;8;-13;2512,09624408387;1750;-13;1750;13;4;2512,09624408387;1750;4;2;2;1;2;0;1
893208;500305;202211;2;999;2;1991;31;3;32;3;1;1;1;3;1;4;8;-13;0;0;0;0;13;0;4699,89455508877;3000;4;4;4;1;9;0;0
893231;537673;202211;2;999;1;1960;62;6;62;1;0;0;4;1;2;4;10;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;7;0;0
893234;541796;202211;1;999;1;1986;36;4;36;1;0;0;5;1;1;1;3;2000;2000;2250;-13;2250;4;5;2000;2250;6;5;5;1;6;0;0
893243;567010;202211;2;999;1;1953;69;7;69;1;0;0;3;1;2;1;9;-13;851,508419907246;750;-13;750;13;2;851,508419907246;750;2;2;2;1;7;102;1
893249;578686;202211;2;999;1;1989;33;3;33;1;0;0;1;1;1;1;1;-13;2577,4142108627;1750;-13;1750;13;4;2577,4142108627;1750;5;5;5;1;99;0;0
893252;527798;202211;2;999;1;1981;41;4;41;3;1;1;5;3;2;3;1;-13;2662,33870087972;1800;1800;1800;13;4;5792,77001887152;3900;2;2;2;1;1;0;0
893267;519848;202211;2;999;5;2009;13;1;45;6;4;1;5;3;1;3;7;0;0;0;0;0;0;0;6000;3900;1;8;1;1;8; ;0
893282;555819;202211;1;999;1;1968;54;5;54;3;1;1;1;3;1;3;3;-13; ;-14;-13; ;13;14; ; ;4;4;4;0;10; ;0
893284;503734;202211;2;999;2;1979;43;4;58;3;1;1;1;3;2;2;1;-13;1341,91695975884;1000;1000;1000;13;2;4175,44768201048;2900;2;2;2;0;10; ;0
893289;540502;202211;2;999;1;1948;74;7;74;1;0;0;4;1;2;1;9;-13;2115,16124915538;1700;1700;1700;13;4;2115,16124915538;1700;3;3;3;1;7;0;0
893301;599935;202211;1;999;1;1970;52;5;52;5;0;0;3;5;1;2;3;9000;9000;6000;6000;6000;12;11;11700;7880;5;5;5;0;8;0;0
893317;525097;202211;2;999;5;2022;0;1;35;5;3;1;5;3;1;1;14;0;0;0;0;0;0;0;6700;5050;9;9; ;1;8; ;0
893319;506103;202211;2;999;3;1976;46;5;49;4;2;1;3;3;1;3;1;2000;2000;1750;1750;1750;4;4;5000;4250;4;4;4;1;99;0;0
893325;512478;202211;1;999;2;1964;58;6;65;2;0;1;1;2;1;4;1;3056;3056;2347;2347;2347;7;5;3056;2347;4;4;4;1;2;0;0
893327;579436;202211;1;999;2;1969;53;5;48;4;2;1;1;3;1;5;1;-13;4285,12265481229;2750;-13;2750;13;6;8739,599963643;5600;5;5;5;1;9;0;0
893341;588378;202211;2;999;5;2013;9;1;36;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;9583,19701930592;6000;1;8;1;1;99; ;0
893353;510614;202211;2;999;1;1939;83;7;83;2;0;0;4;5;2;2;8;-13;1497,39318578535;1250;-13;1250;13;3;2970,93708290429;2500;1;1;1;1;2;201;1
893362;575183;202211;1;999;1;1948;73;7;73;2;0;1;1;2;1;2;9;-13;3432,79404639575;2600;2600;2600;13;6;4710,8201837062;3700;5;5;5;1;2;0;0
893374;542562;202211;2;999;5;2005;17;2;45;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;7841;5422;9;9; ;1;2;0;0
893409;551191;202211;1;999;2;1978;44;4;41;5;3;1;1;3;1;2;1;3000;3000;2000;2000;2000;6;4;8800;6500;5;5;5;0;10; ;0
893411;514089;202211;2;999;1;1962;60;6;60;1;0;0;3;1;2;3;1;-13;2036,92420511585;1425;1425;1425;13;3;2036,92420511585;1425;4;4;4;1;2;0;0
