nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
805965;582027;202211;1;999;5;2021;1;1;33;5;3;1;5;3;1;4;14;0;0;0;0;0;0;0;6400;4830;9;9; ;1;9; ;0
805971;569185;202211;1;999;1;1950;72;7;72;2;0;1;1;2;1;1;9;3000;3000;2400;2400;2400;6;5;4200;3400;5;5;5;1;9;0;0
805978;593276;202211;1;999;1;1972;50;5;50;4;2;1;3;3;1;4;1;-13;2492,94722378449;1700;1700;1700;13;4;4537,61518757406;3150;7;7;1;0;2; ;0
805982;580923;202211;2;2;3;1997;25;3;24;2;0;1;5;2;2;5;1;1300;1300;1059;1059;1059;3;3;3767;3132;5;5;5;1;10;0;0
805992;588045;202211;1;999;1;1958;64;6;64;2;0;1;1;2;2;3;1;3750;3750;2300;2300;2300;8;5;5741;4000;4;4;4;0;10; ;0
805994;565812;202211;1;999;5;1996;26;3;60;2;1;0;5;4;1;2;1;-13;4285,12265481229;2750;-13;2750;13;6;10285,1226548123;6150;5;5;5;0;9; ;0
805998;555011;202211;1;1;1;1957;65;7;65;2;0;1;1;2;2;2;3;-13;851,508419907246;750;-13;750;13;2;3849,50841990725;2750;2;2;2;1;10;0;0
806008;593572;202211;1;999;1;1951;71;7;71;2;0;1;1;2;1;4;9;-13;1690,31913747349;1393;1393;1393;13;3;3154,65433393651;2636;2;2;2;1;2;0;0
806016;589038;202211;2;999;5;2020;2;1;34;3;1;1;5;3;1;2;14;0;0;0;0;0;0;0;6929;5256;9;9; ;1;10; ;0
806033;578713;202211;2;999;2;1942;80;7;81;2;0;1;1;2;2;2;9;-13;2150,83530282733;1750;1750;1750;13;4;3581,56907113261;2950;2;2;2;1;2;0;0
806041;525715;202211;2;999;5;1995;27;3;58;5;3;1;5;3;1;3;1;1900;1900;1750;-13;1750;4;4;9250;7900;4;4;4;1;9;202;0
806045;577160;202211;2;999;3;1989;33;3;35;2;0;1;5;2;1;3;1;3050;3050;2325;2325;2325;7;5;9300;6325;6;5;5;1;99;0;0
806063;555355;202211;1;999;5;2003;19;2;55;2;1;0;5;4;1;3;7;0;0;250;-13;250;0;1;2250;2150;5;3;3;1;2;0;0
806067;526449;202211;1;1;1;1980;42;4;42;4;2;1;5;3;1;4;1;7200;7200;5000;5000;5000;11;10;10200;7000;5;5;5;1;10;0;0
806072;549499;202211;2;999;2;1951;71;7;71;2;0;1;1;2;1;2;9;980;980;851;851;851;2;2;5480;4251;4;4;4;0;2;0;0
806079;581265;202211;2;999;2;1965;57;6;57;2;0;1;1;2;1;1;1;4886;4886;2999;2999;2999;10;6;11686;6999;6;5;5;1;7;0;0
806092;525642;202211;2;999;1;1959;63;6;63;2;0;1;1;2;1;2;9;4000;4000;3000;3000;3000;8;6;14500;10600;5;5;5;0;10; ;0
806097;520333;202211;2;999;5;2003;19;2;38;4;2;1;5;3;1;4;1;-13;780,700268143373;615;615;615;13;2;6420,81819952217;4278;4;2;2;0;1;0;0
806115;519262;202211;2;999;3;1958;64;6;64;2;0;1;5;2;1;4;1;4700;4700;2500;2500;2500;10;5;7700;4500;5;5;5;0;2; ;0
806124;537625;202211;2;999;5;2002;20;2;53;5;3;1;5;3;1;3;1;600;600;400;400;400;2;1;7429;5490;3;3;3;1;2;0;0
806152;562826;202211;2;999;2;1981;41;4;47;4;2;1;1;3;1;4;1;4300;4300;2900;2900;2900;9;6;9300;6500;6;6;6;1;7;202;0
806155;596823;202211;2;999;2;1965;57;6;57;2;0;1;1;2;1;3;1;7500;7500;4000;4000;4000;11;8;15000;8000;6;6;6;1;6;0;0
806158;542474;202211;2;999;1;1944;78;7;78;2;0;1;1;2;1;5;9;1350;1350;1200;1200;1200;3;3;2150;2000;2;2;2;1;2;0;0
806170;521166;202211;2;999;5;2002;20;2;54;4;2;1;5;3;1;1;13;0;0;0;0;0;0;0;8800;5000;3;1;1;0;7; ;0
806179;572177;202211;1;999;5;2011;10;1;48;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;8598,07436449363;5950;1;8;1;1;6; ;0
806181;590149;202211;2;2;1;1980;42;4;42;1;0;0;3;1;1;1;1;1700;1700;1500;1500;1500;4;3;1700;1500;6;6;6;1;10;101;0
806191;537627;202211;2;2;2;1976;46;5;56;5;3;1;1;3;1;2;1;2250;2250;1940;1940;1940;5;4;2250;1940;5;5;5;1;10;102;0
806196;550877;202211;1;999;5;1999;22;2;54;3;1;1;5;3;1;3;1;2500;2500;2000;2000;2000;5;4;10800;6600;4;4;4;0;10; ;0
806197;598475;202211;1;1;1;1958;64;6;64;2;0;1;1;2;1;2;1;4500;4500;3750;-13;3750;9;8;7000;5750;5;5;5;1;10;0;0
806198;522421;202211;1;999;1;1981;41;4;41;5;3;1;5;3;1;3;1;-13;3714,68777808178;2400;2400;2400;13;5;4774,63632503577;3229;2;2;2;1;8;0;0
806200;549399;202211;2;999;1;1958;64;6;64;1;0;0;3;1;2;4;12;-13;1329,0780070536;1000;1000;1000;13;2;1329,0780070536;1000;5;5;5;1;9;0;0
806205;538712;202211;2;2;3;1989;33;3;33;4;2;1;5;3;1;5;1;4400;4400;3300;3300;3300;9;7;9600;6200;5;5;5;1;10;0;0
806210;539169;202211;2;999;5;1997;25;3;59;3;2;0;5;4;1;4;7;0;0;0;0;0;0;0;2000;2000;5;3;3;1;2;0;0
806226;512379;202211;1;999;5;2016;6;1;32;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;5800;5100;1;8;1;1;9; ;0
806237;585485;202211;2;999;2;1940;82;7;85;2;0;1;1;2;2;4;9;882;882;833;833;833;2;2;4152;3553;2;2;2;1;2;0;0
806248;562009;202211;2;999;3;1983;39;4;43;4;2;1;5;3;1;2;1;-13;972,659156364994;750;-13;750;13;2; ; ;5;4;4;1;9;0;0
806250;578887;202211;2;999;2;1979;43;4;45;5;3;1;1;3;1;4;1;2000;2000;1600;1600;1600;4;4;6700;4700;4;4;4;1;2;0;0
806256;521847;202211;1;999;1;1960;61;6;61;2;0;1;1;2;1;3;1;4780;4780;3210;3210;3210;10;7;6350;4370;5;5;5;1;2;0;0
806265;573492;202211;2;999;5;1999;23;2;58;4;2;1;5;3;1;2;7;-13;606,115961323088;500;500;500;13;1;10452,4791669379;6164;5;4;4;1;2; ;0
806287;561350;202211;2;2;1;1945;77;7;77;1;0;0;4;1;1;4;9;-13; ;-13;-13; ;13;13; ; ;7;7;1;1;10;0;0
806294;577835;202211;1;1;1;1972;50;5;50;1;0;0;3;1;2;3;1;2340;2340;2015;2015;2015;5;5;2340;2015;6;5;5;1;10;0;0
806307;585437;202211;1;999;1;1951;71;7;71;2;0;1;1;2;1;5;9;-13;9116,1552973767;6000;6000;6000;13;11;10139,7569295693;6900;6;6;6;1;2;0;0
806345;544192;202211;1;999;1;1966;56;6;56;3;1;1;1;3;1;4;1;10000;10000;5000;5000;5000;12;10;10500;5250;5;5;5;0;10; ;0
806376;592940;202211;1;999;5;2005;17;2;51;4;2;1;5;3;2;1;7;0;0;0;0;0;0;0;5000;4050;2;2;2;0;10; ;0
806385;534481;202211;2;999;5;2009;13;1;47;4;3;0;5;4;1;5;7;0;0;0;0;0;0;0;7660;4640;1;8;1;1;9; ;0
806411;587948;202211;2;999;2;1984;38;4;46;4;2;1;1;3;2;5;8;750;750;750;-13;750;2;2;4750;3750;4;4;4;1;8;0;0
806414;559841;202211;1;999;1;1972;50;5;50;1;0;0;5;1;1;3;1;2830;2830;2128;2128;2128;6;5;2830;2128;5;4;4;1;3;0;0
806418;589526;202211;1;999;1;1964;58;6;58;3;2;0;3;4;1;2;1;4200;4200;2800;2800;2800;9;6;4200;2800;5;5;5;1;9;201;0
806454;525500;202211;1;999;1;1948;74;7;74;2;0;1;1;2;1;5;9;7500;7500;4200;4200;4200;11;9;8500;5000;6;6;6;1;2;0;0
806458;563767;202211;1;999;3;1987;35;4;34;7;5;1;5;3;2;4;1;2600;2600;2250;2250;2250;6;5;4100;3520;1;1;1;1;9;0;0
806460;566207;202211;2;999;1;1987;35;4;35;5;3;1;1;3;1;3;1;5420;5420;3436;3436;3436;11;7;10550;6576;5;5;5;1;99;0;0
806462;599866;202211;2;2;5;2005;17;2;43;3;2;0;5;4;2;2;7;0;0;0;0;0;0;0;3000;2400;3;1;1;1;10;0;0
806467;589838;202211;1;999;1;1976;46;5;46;4;2;1;1;3;1;3;1;-13;4354,47730883071;2750;-13;2750;13;6; ; ;2;2;2;0;10; ;0
806491;514300;202211;1;999;5;2011;11;1;43;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;6850;4500;1;8;1;1;3; ;0
806496;558913;202211;1;999;1;1935;87;7;87;2;0;1;1;2;2;3;9;-13;1798,29418230118;1472;1472;1472;13;3;2760,73643444591;2323;1;1;1;0;10; ;0
806508;562530;202211;2;999;5;2018;3;1;35;5;3;1;5;3;1;1;14;0;0;0;0;0;0;0;8500;5600;9;9; ;1;7; ;0
806509;549050;202211;2;999;5;2000;22;2;52;6;4;1;5;3;1;2;7;-13;948,009599380784;750;-13;750;13;2;18906,8394826879;11500;2;2;2;0;8; ;0
806527;567617;202211;1;999;5;2014;8;1;39;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;5700;4200;9;9; ;1;8; ;0
806538;504175;202211;1;999;5;2012;9;1;42;2;1;0;5;4;1;1;7;0;0;0;0;0;0;0;4650;3000;1;8;1;1;9; ;0
806542;566749;202211;2;999;3;1995;27;3;30;2;0;1;5;2;1;2;1;2965;2965;2400;2400;2400;6;5;6165;5150;5;5;5;1;99; ;0
806555;569042;202211;2;999;5;2003;19;2;53;4;2;1;5;3;1;2;7;-13;286,992040080165;250;-13;250;13;1;7773,98408016033;4400;3;3;3;0;2; ;0
806579;524002;202211;2;999;9;1938;84;7;85;2;0;0;1;5;1;3;9;1210;1210;1056;1056;1056;3;3;6978;4919;5;5;5;0;6;0;0
806594;541262;202211;1;999;5;1993;29;3;59;4;2;1;5;3;1;3;1;-13;3391,22694966811;2250;-13;2250;13;5;9841,22694966811;7050;3;3;3;0;2;0;0
806598;598228;202211;2;2;1;1979;43;4;43;1;0;0;5;1;1;1;1;4205;4205;2697;2697;2697;9;6;4205;2697;5;5;5;1;10;0;0
806606;525106;202211;1;1;5;2000;22;2;52;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0; ; ;6;3;3;0;10;101;0
806638;555553;202211;2;999;5;2015;7;1;49;4;2;1;5;3;1;4;14;0;0;0;0;0;0;0;5000;4000;1;8;1;1;10; ;0
806647;555011;202211;2;2;2;1959;63;6;65;2;0;1;1;2;2;2;1;2998;2998;2000;2000;2000;6;4;3849,50841990725;2750;2;2;2;1;10;0;0
806652;522534;202211;1;999;1;1947;75;7;75;2;0;1;1;2;2;3;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;2;0;0
806655;525772;202211;1;999;2;1973;49;5;47;2;0;1;1;2;1;5;1;4300;4300;3100;3100;3100;9;7;8600;6200;6;6;6;1;99;0;0
806658;545437;202211;2;999;2;1954;68;7;72;2;0;1;1;2;1;1;9;-13;3229,34876041233;2500;2500;2500;13;5;5066,14266296016;4000;6;5;5;1;3;0;0
806668;550009;202211;2;999;2;1950;72;7;67;2;0;1;1;2;1;4;9;-13;961,199160637129;850;850;850;13;2;6206,16601201384;4600;4;4;4;1;2;0;0
806680;517922;202211;1;999;5;2012;10;1;33;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;6654,47730883071;4550;9;9; ;1;7; ;0
806683;570983;202211;1;999;1;1966;56;6;56;5;3;1;1;3;1;3;1;4650;4650;3200;3200;3200;10;7;11350;8850;5;5;5;1;2;0;0
806689;564447;202211;2;999;2;1964;58;6;57;3;1;1;1;3;1;4;3;900;900;675;675;675;2;2;8165;5575;2;2;2;1;2;0;0
806699;514203;202211;2;2;2;1956;66;7;71;2;0;1;1;2;1;2;9;-13;1036,14208750447;910;910;910;13;2;5218,87953279284;3996;2;2;2;1;10;0;0
806707;593542;202211;1;999;1;1951;71;7;71;2;0;1;1;2;1;4;9;5257;5257;3932;3932;3932;11;8;6191;4783;6;6;6;1;2;0;0
806719;526232;202211;2;999;1;1989;33;3;33;1;0;0;5;1;4;4;3;-13;1710,28345322911;1250;-13;1250;13;3;1710,28345322911;1250;4;4;4;1;2;0;0
806729;504763;202211;2;999;5;1997;25;3;52;5;3;1;5;3;1;2;1;0;0;0;0;0;0;0;6575;4305;5;3;3;0;3;0;0
806732;567541;202211;2;999;2;1934;88;7;91;2;0;1;1;2;1;3;9;789;789;863;863;863;2;2;2989;2615;2;2;2;1;2;0;0
806738;587045;202211;1;999;5;2004;18;2;50;5;3;1;5;3;1;4;7;600;600;450;450;450;2;1;7170;5000;2;2;2;0;2; ;0
806765;539431;202211;2;999;2;1946;76;7;81;2;0;1;1;2;2;4;9;-13;258,921270035234;250;-13;250;13;1;3167,56602548662;2500;2;2;2;1;2;0;0
806772;535953;202211;1;999;1;1939;83;7;83;1;0;0;4;1;1;3;9;3700;3700;3200;3200;3200;8;7;3700;3200;5;5;5;1;9;0;0
806774;521578;202211;1;999;1;1946;76;7;76;2;0;1;1;2;1;4;12;2830;2830;2370;2370;2370;6;5;4700;3920;6;6;6;1;2;0;0
806777;560821;202211;2;999;1;1990;32;3;32;1;0;0;5;1;2;2;7;1300;1300;1250;-13;1250;3;3;1300;1250;5;3;3;1;7;202;0
806790;593945;202211;2;999;2;1964;58;6;64;2;0;1;1;2;1;4;8;0;0;0;0;0;0;0;3400;2360;2;2;2;1;6;0;0
806803;502311;202211;1;999;3;1973;49;5;48;4;2;1;3;3;1;3;1;3800;3800;2800;2800;2800;8;6;8900;5900;2;2;2;1;9;201;0
806811;551666;202211;1;999;1;1946;76;7;76;2;0;1;1;2;1;4;9;2500;2500;1647;1647;1647;5;4;3700;2647;4;4;4;1;1;0;0
806814;549563;202211;2;999;2;1953;69;7;74;2;0;1;1;2;1;3;9;-13;1149,87873096375;1000;1000;1000;13;2;2318,36823412081;2000;4;4;4;1;2;0;0
806823;575814;202211;1;999;1;1970;52;5;52;2;0;1;1;2;1;2;1;2500;2500;2000;2000;2000;5;4;3800;3000;4;4;4;1;99;0;0
806829;529690;202211;2;999;2;1947;75;7;79;2;0;1;1;2;1;5;8;915;915;865;865;865;2;2;6241;5052;2;2;2;0;2; ;0
806838;539886;202211;2;2;5;2006;16;2;56;5;3;1;5;3;1;3;7;-13;167,711574797705;150;150;150;13;1;7019,42760975946;5100;2;1;1;1;7;0;0
806847;512641;202211;1;999;5;2005;16;2;48;5;3;1;5;3;1;1;7;0;0;0;0;0;0;0;13300;8864;3;1;1;0;10; ;0
806848;537625;202211;2;2;5;2006;16;2;53;5;3;1;5;3;1;3;7;60;60;40;40;40;1;1;7429;5490;3;1;1;1;2;0;0
806870;594906;202211;2;999;5;2021;1;1;37;3;1;1;5;3;1;3;14;0;0;0;0;0;0;0;6226,65665818154;4150;9;9; ;1;10; ;0
806890;587045;202211;2;999;2;1972;50;5;50;5;3;1;1;3;1;4;1;2400;2400;1800;1800;1800;5;4;7170;5000;4;4;4;0;2;0;0
806900;552291;202211;2;999;6;1985;37;4;48;2;0;0;3;5;1;1;1;-13; ;-13;-13; ;13;13; ; ;4;4;4;0;6;0;0
806907;572924;202211;2;999;5;2004;17;2;52;4;2;1;5;3;1;3;7;-13;286,992040080165;250;-13;250;13;1;5286,99204008017;3610;3;1;1;0;8; ;0
806929;561840;202211;2;999;2;1968;54;5;56;2;0;1;1;2;1;2;1;3000;3000;2000;2000;2000;6;4;8449;5400;4;4;4;0;10; ;0
806932;539252;202211;1;1;5;2005;16;2;53;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;24479,3079203939;12900;3;1;1;1;10;0;0
806939;575796;202211;2;999;3;1970;52;5;54;2;0;1;2;2;2;1;10;0;0;0;0;0;0;0;1590;1194;3;2;2;1;7;102;0
806940;500343;202211;1;1;1;1983;39;4;39;3;1;1;1;3;1;4;1;-13;3181,09730785417;2100;2100;2100;13;5;6836,6204911147;4500;4;4;4;1;10;0;0
806976;562945;202211;2;999;3;1964;58;6;62;2;0;1;5;2;1;3;1;-13;2125,41591619464;1500;1500;1500;13;3;4725,41591619464;3650;2;2;2;0;8; ;0
806979;568725;202211;1;999;5;2005;17;2;52;4;3;0;5;4;1;3;7;0;0;0;0;0;0;0;2771;2080;2;2;2;0;2; ;0
806985;531265;202211;2;999;2;1975;47;5;57;2;0;1;1;2;1;2;1;2000;2000;1800;1800;1800;4;4;4600;4100;4;4;4;1;2;101;0
807000;570986;202211;2;999;1;1956;66;7;66;1;0;0;5;1;1;1;9;-13; ;-14;-13; ;13;14; ; ;3;3;3;1;2;0;0
807020;584428;202211;2;999;2;1964;58;6;72;3;1;1;1;3;1;4;1;3500;3500;2100;2100;2100;7;5;11300;7350;5;5;5;0;10; ;0
807022;529022;202211;2;999;2;1974;47;5;51;6;3;1;1;3;1;2;8;1000;1000;900;900;900;2;2;9250,78894767215;5650;5;5;5;1;2;0;0
807023;542558;202211;1;1;1;1940;82;7;82;2;0;1;1;2;1;1;9;2650;2650;2285;2285;2285;6;5;3625;3205;5;5;5;1;10;0;0
807055;585403;202211;1;999;9;1942;79;7;77;2;0;0;4;5;1;2;9;-13;5974,22517250474;4250;-13;4250;13;9;12045,1431011438;8500;7;7;1;0;3; ;0
807058;593295;202211;1;999;1;1979;43;4;43;2;0;1;1;2;1;4;1;-13;3446,11391341185;2250;-13;2250;13;5;5982,47711902668;4000;2;1;1;0;1;0;0
807061;517086;202211;2;999;2;1952;69;7;69;2;0;1;1;2;1;4;9;1078;1078;988;988;988;3;2;2906;2541;2;2;2;1;2;0;0
807068;528816;202211;2;2;2;1964;58;6;63;3;1;1;1;3;1;1;1;3200;3200;2100;2100;2100;7;5;9800;6208;5;5;5;0;10;0;0
807112;576715;202211;1;999;2;1964;58;6;56;4;2;1;1;3;1;3;1;-13;2958,58278066738;2000;2000;2000;13;4;8892,40021519526;6377;2;2;2;0;10; ;0
807115;545916;202211;1;1;1;1985;37;4;37;4;2;1;5;3;1;5;1;6500;6500;3500;3500;3500;11;7;10165;6150;5;5;5;1;10;0;0
807135;557378;202211;2;999;1;1995;26;3;26;1;0;0;5;1;2;1;1;2190;2190;1900;1900;1900;5;4;2190;1900;6;6;6;1;99;0;0
807137;516998;202211;2;2;2;1972;49;5;61;4;2;1;1;3;1;5;1;6000;6000;3900;3900;3900;11;8; ; ;6;6;6;1;10;0;0
807144;500296;202211;1;999;5;2004;18;2;47;6;4;1;5;3;1;3;7;0;0;0;0;0;0;0; ; ;2;8;1;1;6;102;0
807165;553735;202211;1;999;1;1966;56;6;56;1;0;0;5;1;2;4;1;-13;1754,75318166547;1250;-13;1250;13;3;1754,75318166547;1250;4;2;2;1;2;102;0
807171;591769;202211;1;999;1;1978;43;4;43;1;0;0;1;1;1;3;1;3520;3520;2250;-13;2250;8;5;3520;2250;6;6;6;1;2;202;0
807183;567718;202211;1;999;5;2003;19;2;46;5;3;1;5;3;1;1;1;-13; ; ;-13; ;13; ; ; ;4;2;2;1;2;0;0
807186;562698;202211;1;999;1;1963;59;6;59;3;1;1;1;3;1;4;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;2;0;0
807193;514883;202211;1;999;3;1996;26;3;24;6;0;1;5;2;2;1;7;1800;1800;1250;-13;1250;4;3; ; ;6;6;6;0;8;101;0
807208;571427;202211;1;999;1;1991;30;3;30;2;0;1;5;2;1;5;1;3000;3000;2250;2250;2250;6;5;7285,12265481229;5000;5;5;5;1;99;0;0
807223;546774;202211;2;999;1;1977;45;5;45;1;0;0;5;1;1;5;1;-13;3535,25006417101;2300;2300;2300;13;5;3535,25006417101;2300;4;4;4;1;2;0;0
807229;555773;202211;1;999;5;2003;19;2;48;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;2512,09624408387;1750;3;1;1;1;8;202;0
807244;596044;202211;1;999;5;1993;29;3;68;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;2600;2000;6;3;3;0;2;0;0
807247;575109;202211;2;999;1;1936;86;7;86;2;0;0;4;5;1;1;9;1300;1300;1100;1100;1100;3;3;1300;1100;2;2;2;1;2;0;0
807249;529939;202211;2;999;2;1900;122;7;78;2;0;1;1;2;1;5;9;-13;986,099684999151;870;870;870;13;2;3835,74978975091;3080;2;2;2;0;10; ;0
807257;527462;202211;2;999;2;1983;39;4;46;2;0;1;1;2;1;2;4;0;0;0;0;0;0;0;2600;2000;4;4;4;0;2;0;0
807260;515121;202211;2;999;1;1954;68;7;68;1;0;0;5;1;1;3;9;-13;2982,65656080464;2300;2300;2300;13;5;2982,65656080464;2300;5;5;5;0;8;0;0
807282;521487;202211;2;999;3;1980;42;4;45;2;0;1;5;2;1;1;1;-13;4087,16799302664;2641;2641;2641;13;6;8824,46602543812;5596;6;6;6;0;8; ;0
807293;507986;202211;2;999;1;1926;96;7;96;1;0;0;4;1;2;3;8;3100;3100;2660;2660;2660;7;6;3100;2660;3;3;3;1;3;0;1
807296;576556;202211;2;999;1;1948;74;7;74;1;0;0;3;1;1;2;9;-13;2509,91214092988;1977;1977;1977;13;4;2509,91214092988;1977;5;5;5;1;7;0;0
807306;598528;202211;1;1;3;1987;35;4;31;2;0;1;5;2;1;3;1;3000;3000;2400;2400;2400;6;5;8100;5900;6;6;6;1;10;0;0
807308;526794;202211;1;999;5;2016;6;1;42;5;3;1;5;3;2;2;14;-13;0;0;0;0;13;0;3600;3750;9;9; ;1;8; ;0
807321;518972;202211;1;999;5;2009;13;1;51;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;5735,05483843745;3950;3;8;1;1;2; ;0
807348;557711;202211;2;999;5;1997;25;3;61;4;2;1;5;3;2;3;1;-13;1726,80486751182;1250;-13;1250;13;3;14899,6169917492;9500;1;1;1;0;2; ;0
807357;549050;202211;1;999;5;1998;24;2;52;6;4;1;5;3;1;2;1;-13;3391,22694966811;2250;-13;2250;13;5;18906,8394826879;11500;3;3;3;0;8;0;0
807361;517553;202211;2;999;2;1976;46;5;44;2;0;1;1;2;1;3;1;-13;2788,4004967493;1900;1900;1900;13;4;10788,4004967493;6400;4;7;1;0;10; ;0
807366;592715;202211;2;999;5;2003;18;2;46;6;4;1;5;3;1;3;7;-13; ; ;-13; ;13; ; ; ;4;2;2;1;8;0;0
807379;509347;202211;2;999;1;1949;73;7;73;1;0;0;3;1;2;4;9;3300;3300;2300;2300;2300;7;5;3300;2300;5;5;5;1;8;0;0
807382;535159;202211;2;999;1;1946;76;7;76;1;0;0;3;1;1;2;9;2263;2263;1939;1939;1939;5;4;2263;1939;5;5;5;1;7;0;0
807384;528150;202211;2;999;1;1994;28;3;28;2;0;0;5;5;2;1;1;-13;3446,11391341185;2250;-13;2250;13;5;5094,11391341185;3698;6;6;6;0;9; ;0
807397;549136;202211;2;999;2;1945;77;7;78;2;0;1;1;2;1;2;8;-13;961,199160637129;850;850;850;13;2;3189,30300192903;2630;4;4;4;0;2;0;1
807400;597735;202211;2;999;1;1971;51;5;51;4;2;1;1;3;1;5;1;6700;6700;3600;3600;3600;11;8;6700;3600;6;6;6;1;7;201;0
807403;587304;202211;2;999;1;1954;68;7;68;2;0;0;4;5;1;3;9;1227;1227;1750;-13;1750;3;4;3233;3587;2;2;2;1;2;0;0
807413;530314;202211;2;999;2;1980;42;4;46;2;0;1;1;2;2;2;3;2500;2500;1800;1800;1800;5;4;5700;4600;5;5;5;1;9;0;0
807418;542285;202211;1;999;1;1969;53;5;53;4;2;1;1;3;1;5;2;4000;4000;3250;-13;3250;8;7;13497,1713706967;9650;2;2;2;1;1;0;0
807435;569331;202211;2;2;2;1978;44;4;53;5;3;1;1;3;1;2;1;-13;4013,14138376562;2600;2600;2600;13;6;9122,23171899279;5850;5;4;4;1;10;0;0
807454;507295;202211;1;1;1;1950;72;7;72;1;0;0;3;1;1;1;12;5000;5000;3400;3400;3400;10;7;5000;3400;6;5;5;1;10;0;0
807479;566546;202211;2;999;2;1937;85;7;79;2;0;1;1;2;1;3;9;-13; ;-14;-13; ;13;14; ; ;4;4;4;0;2;0;0
807480;552621;202211;2;999;2;1994;28;3;35;2;0;1;1;2;1;1;1;3202;3202;2418;2418;2418;7;5;6552;5007;5;5;5;1;7;0;0
807484;538688;202211;1;999;5;2014;8;1;38;4;2;1;5;3;2;3;7;0;0;0;0;0;0;0;7400;4800;9;9; ;1;10; ;0
807492;581228;202211;1;999;1;1933;89;7;89;2;0;1;1;2;1;5;9;1779;1779;1612;1612;1612;4;4;3932;3587;2;2;2;1;8;0;0
807527;597844;202211;1;1;1;1962;59;6;59;1;0;0;5;1;1;5;1;3677;3677;2200;2200;2200;8;5;3677;2200;2;2;2;1;10;0;0
807535;551191;202211;1;999;5;2018;4;1;41;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;8800;6500;9;9; ;1;10; ;0
807546;567135;202211;2;999;1;1979;43;4;43;4;2;1;5;3;1;2;1;1750;1750;1500;1500;1500;4;3; ; ;5;4;4;1;99;0;0
807548;559253;202211;2;2;5;2005;17;2;55;2;1;0;5;4;1;3;7;-13;161,904446858276;145;145;145;13;1;2761,90444685828;2135;3;2;2;1;10;0;0
807554;586414;202211;1;999;2;1978;44;4;41;4;2;1;1;3;1;3;1;-13;11371,1124445167;6250;-13;6250;13;11;16571,1124445167;9350;6;6;6;1;9;0;0
807556;501000;202211;2;999;2;1980;42;4;42;4;2;1;1;3;1;5;3;-13;6495,76001198786;4000;4000;4000;13;8;12125,7600119879;8000;6;6;6;1;7;0;0
807559;519216;202211;1;999;1;1968;54;5;54;2;0;0;4;5;1;1;1;6500;6500;4125;4125;4125;11;9;9053,53953631413;5925;6;6;6;1;2;0;0
807568;541763;202211;1;999;1;1963;59;6;59;2;1;0;3;4;1;4;1;4150;4150;3050;3050;3050;9;7;6686,36320561483;4800;4;4;4;1;6;0;0
807580;553561;202211;1;999;1;1949;73;7;73;1;0;0;5;1;1;4;9;-13;2185,64654402031;1750;-13;1750;13;4;2185,64654402031;1750;2;2;2;1;3;0;0
807596;549288;202211;1;999;1;1970;52;5;52;4;2;1;1;3;2;2;1;2804;2804;2250;-13;2250;6;5;5177;4000;4;4;4;1;9;0;0
807598;526760;202211;2;999;2;1972;50;5;52;5;3;1;1;3;1;3;3;-13;286,992040080165;250;-13;250;13;1;5489,22181140925;3450;5;5;5;1;2;0;0
807599;584213;202211;2;999;5;2018;4;1;39;4;2;1;5;3;1;4;14;0;0;0;0;0;0;0;6500;4950;9;9; ;1;8; ;0
807614;507830;202211;1;999;1;1977;45;5;45;1;0;0;5;1;2;2;1;7000;7000;4350;4350;4350;11;9;7000;4350;5;4;4;1;7;0;0
807623;569128;202211;2;999;2;1970;52;5;58;3;1;1;1;3;1;4;8;660;660;575;575;575;2;2;5305;3765;2;2;2;1;2;0;0
807629;510430;202211;1;999;1;1966;55;6;55;4;2;1;1;3;1;1;1;-13;6273,60792549124;3750;-13;3750;13;8;6560,5999655714;4000;6;6;6;0;2;102;0
807630;556267;202211;2;2;3;1983;39;4;44;4;2;1;5;3;1;4;3;3000;3000;1800;1800;1800;6;4;9000;4800;6;6;6;1;10;0;0
807644;502655;202211;1;999;5;1996;26;3;69;3;1;1;5;3;1;2;7;2500;2500;2150;2150;2150;5;5;9100;7345;3;3;3;1;2;0;0
807646;572918;202211;2;999;3;1996;26;3;27;2;0;1;5;2;1;2;1;3100;3100;2400;2400;2400;7;5;7900;5400;6;6;6;1;9;0;0
